"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Crown rust severity (flag leaf) - percent|CO_350:0005029","Crown rust severity (flag leaf) - percent|day 153|COMP:0000162","Crown rust severity (flag leaf) - percent|day 161|COMP:0000163","Grain moisture content - percent|CO_350:0000536","Grain weight - g|CO_350:0005123","Grain yield - g/m2|CO_350:0000260","Heading date - Julian day|CO_350:0000270","Lodging incidence - percent|CO_350:0000165","Lodging severity - 0-9 Rating|CO_350:0005007","Maturity date - Julian day|CO_350:0000271","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Pea Grain Moisture Content - %|CO_xxx:0003018","Pea Grain Weight - g|CO_xxx:0003006","Pea Grain Yield - g/m2|CO_xxx:0003008","Pea Maturity Date - Julian Day|CO_xxx:0003015","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Pea Plant Height - cm|CO_xxx:0003005","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Pea Plant Height - cm|timepoint 3|COMP:0000124","Pea Plant Height - cm|timepoint 4|COMP:0000125","Pea Test Weight - g/L|CO_xxx:0003016","Pea Thousand Grain Weight - g|CO_xxx:0003017","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|CO_350:0000232","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","Plant height - cm|timepoint 3|COMP:0000116","Plant height - cm|timepoint 4|COMP:0000117","Test weight - g/L|CO_350:0000259","Thousand grain weight - g|CO_350:0000251","notes"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704702","IL23-951","IL23-951","subplot","735768","B4I_2025_AL_1091_subplot_1","1","1","1091","3","11","test","","","","","","","","","","","","","","","","","","","","3","","17","50","","","","","10","","25","86","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704702","IL23-951","IL23-951","subplot","735769","B4I_2025_AL_1091_subplot_2","1","1","1091","3","11","test","","","","","","","","","","","","","","","","","","","","3","","17","52","","","","","9","","24","82","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704702","IL23-951","IL23-951","subplot","735770","B4I_2025_AL_1091_subplot_3","1","1","1091","3","11","test","","","","","","","","","","","","","","","","","","","","2","","17","62","","","","","11","","20","82","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530481","IL21-4043","","plot","733707","B4I_2025_AL_1092","1","1","1092","3","12","test","","733387","NDP250168Y","","","","","","79.55","15.22488038","125","","3","","119","","22.5","4.306220096","","7","19","19","50","","","","146.1038961","8","23","23","74","","","","22.1",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530481","IL21-4043","","subplot","736152","B4I_2025_AL_1092_subplot_1","1","1","1092","3","12","test","","","","","","","","","","","","","","","","","","","","3","","18","60","","","","","8","","22","77","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530481","IL21-4043","","subplot","736153","B4I_2025_AL_1092_subplot_2","1","1","1092","3","12","test","","","","","","","","","","","","","","","","","","","","5","","18","44","","","","","11","","22","71","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","530481","IL21-4043","","subplot","736154","B4I_2025_AL_1092_subplot_3","1","1","1092","3","12","test","","","","","","","","","","","","","","","","","","","","7","","19","50","","","","","8","","23","74","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704567","IL23-1431","IL23-1431","plot","733812","B4I_2025_AL_1093","1","1","1093","3","13","test","","733485","NDP170182Y","","","","","","49.15","9.406698565","119","","6","","115","","1.9","0.363636364","","1","15","15","38","","","","135.7142857","10","24","24","82","","","","20.15",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704567","IL23-1431","IL23-1431","subplot","736512","B4I_2025_AL_1093_subplot_1","1","1","1093","3","13","test","","","","","","","","","","","","","","","","","","","","3","","19","56","","","","","10","","21","96","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704567","IL23-1431","IL23-1431","subplot","736513","B4I_2025_AL_1093_subplot_2","1","1","1093","3","13","test","","","","","","","","","","","","","","","","","","","","2","","15","56","","","","","8","","26","99","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704567","IL23-1431","IL23-1431","subplot","736514","B4I_2025_AL_1093_subplot_3","1","1","1093","3","13","test","","","","","","","","","","","","","","","","","","","","1","","15","38","","","","","10","","24","82","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704907","IL23-543","IL23-543","plot","733605","B4I_2025_AL_1094","1","1","1094","3","14","test","","733412","NDP250089Y","","","","","","97.8","18.71770335","125","","6","","119","","69.2","13.24401914","","5","17","17","68","","","","164.7619048","10","26","26","92","","","","27.75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704907","IL23-543","IL23-543","subplot","736077","B4I_2025_AL_1094_subplot_1","1","1","1094","3","14","test","","","","","","","","","","","","","","","","","","","","5","","19","53","","","","","12","","26","86","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704907","IL23-543","IL23-543","subplot","736078","B4I_2025_AL_1094_subplot_2","1","1","1094","3","14","test","","","","","","","","","","","","","","","","","","","","5","","17","65","","","","","8","","24","91","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704907","IL23-543","IL23-543","subplot","736079","B4I_2025_AL_1094_subplot_3","1","1","1094","3","14","test","","","","","","","","","","","","","","","","","","","","5","","17","68","","","","","10","","26","92","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704662","IL23-3661","IL23-3661","plot","733784","B4I_2025_AL_1095","1","1","1095","3","15","test","","733445","NDP170190Y","","","","","","64.55","12.35406699","119","","7","","115","","46.65","8.928229665","","7","21","21","58","","","","178.7356322","9","26","26","94","","","","21.4",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704662","IL23-3661","IL23-3661","subplot","736287","B4I_2025_AL_1095_subplot_1","1","1","1095","3","15","test","","","","","","","","","","","","","","","","","","","","5","","22","65","","","","","8","","26","85","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704662","IL23-3661","IL23-3661","subplot","736288","B4I_2025_AL_1095_subplot_2","1","1","1095","3","15","test","","","","","","","","","","","","","","","","","","","","3","","21","50","","","","","8","","27","74","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704662","IL23-3661","IL23-3661","subplot","736289","B4I_2025_AL_1095_subplot_3","1","1","1095","3","15","test","","","","","","","","","","","","","","","","","","","","7","","21","58","","","","","9","","26","94","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704570","IL23-1623","IL23-1623","plot","733659","B4I_2025_AL_1096","1","1","1096","3","16","test","","733398","NDP170022G","","","","","","18.75","3.588516746","119","","5","","115","","2.6","0.497607656","","4","20","20","39","","","","162.5","7","28","28","80","","","","18.75",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704570","IL23-1623","IL23-1623","subplot","735672","B4I_2025_AL_1096_subplot_1","1","1","1096","3","16","test","","","","","","","","","","","","","","","","","","","","5","","12","42","","","","","12","","29","82","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704570","IL23-1623","IL23-1623","subplot","735673","B4I_2025_AL_1096_subplot_2","1","1","1096","3","16","test","","","","","","","","","","","","","","","","","","","","1","","11","41","","","","","9","","26","83","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704570","IL23-1623","IL23-1623","subplot","735674","B4I_2025_AL_1096_subplot_3","1","1","1096","3","16","test","","","","","","","","","","","","","","","","","","","","4","","20","39","","","","","7","","28","80","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704506","IL23-3443","IL23-3443","plot","733817","B4I_2025_AL_1097","1","1","1097","3","17","test","","733308","NDP250100Y","","","","","","61.8","11.8277512","122","","7","","115","","52.85","10.11483254","","6","19","19","47","","","","155.899705","10","24","24","71","","","","22.2",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704506","IL23-3443","IL23-3443","subplot","736098","B4I_2025_AL_1097_subplot_1","1","1","1097","3","17","test","","","","","","","","","","","","","","","","","","","","2","","18","43","","","","","12","","23","72","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704506","IL23-3443","IL23-3443","subplot","736099","B4I_2025_AL_1097_subplot_2","1","1","1097","3","17","test","","","","","","","","","","","","","","","","","","","","5","","16","49","","","","","11","","24","73","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704506","IL23-3443","IL23-3443","subplot","736100","B4I_2025_AL_1097_subplot_3","1","1","1097","3","17","test","","","","","","","","","","","","","","","","","","","","6","","19","47","","","","","10","","24","71","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704886","IL23-923","IL23-923","plot","733620","B4I_2025_AL_1098","1","1","1098","3","18","test","","733299","NDP170039G","","","","","","82.1","15.71291866","125","","2","","119","","15.1","2.889952153","","5","14","14","36","","","","143.8095238","8","22","22","85","","","","24.2",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704886","IL23-923","IL23-923","subplot","736017","B4I_2025_AL_1098_subplot_1","1","1","1098","3","18","test","","","","","","","","","","","","","","","","","","","","5","","8","47","","","","","11","","24","84","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704886","IL23-923","IL23-923","subplot","736018","B4I_2025_AL_1098_subplot_2","1","1","1098","3","18","test","","","","","","","","","","","","","","","","","","","","5","","10","44","","","","","10","","25","78","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704886","IL23-923","IL23-923","subplot","736019","B4I_2025_AL_1098_subplot_3","1","1","1098","3","18","test","","","","","","","","","","","","","","","","","","","","5","","14","36","","","","","8","","22","85","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704492","IL23-1619","IL23-1619","plot","733840","B4I_2025_AL_1099","1","1","1099","3","19","test","","733390","NDP250053G","","","","","","14.9","2.851674641","122","","4","","115","","22.9","4.38277512","","3","12","12","50","","","","167.1532847","11","24","24","80","","","","15.98712446",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704492","IL23-1619","IL23-1619","subplot","736533","B4I_2025_AL_1099_subplot_1","1","1","1099","3","19","test","","","","","","","","","","","","","","","","","","","","4","","11","50","","","","","10","","27","85","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704492","IL23-1619","IL23-1619","subplot","736534","B4I_2025_AL_1099_subplot_2","1","1","1099","3","19","test","","","","","","","","","","","","","","","","","","","","7","","13","46","","","","","12","","23","76","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704492","IL23-1619","IL23-1619","subplot","736535","B4I_2025_AL_1099_subplot_3","1","1","1099","3","19","test","","","","","","","","","","","","","","","","","","","","3","","12","50","","","","","11","","24","80","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","543832","IL22-1939","","plot","733750","B4I_2025_AL_1100","1","1","1100","3","20","test","","733493","NDP250083Y","","","","","","11.4","2.181818182","122","","4","","115","","8.5","1.626794258","","5","16","16","42","","","","163.4615385","7","26","26","85","","","","18.59706362",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","543832","IL22-1939","","subplot","735789","B4I_2025_AL_1100_subplot_1","1","1","1100","3","20","test","","","","","","","","","","","","","","","","","","","","7","","16","50","","","","","9","","22","82","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","543832","IL22-1939","","subplot","735790","B4I_2025_AL_1100_subplot_2","1","1","1100","3","20","test","","","","","","","","","","","","","","","","","","","","2","","15","39","","","","","7","","25","79","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","543832","IL22-1939","","subplot","735791","B4I_2025_AL_1100_subplot_3","1","1","1100","3","20","test","","","","","","","","","","","","","","","","","","","","5","","16","42","","","","","7","","26","85","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704643","IL23-4835","IL23-4835","plot","733882","B4I_2025_AL_1101","1","1","1101","3","21","test","","733400","NDP160188Y","","","","","","1.75","0.33492823","122","","5","","115","","28.8","5.511961722","","5","17","17","43","","","","141.1764706","10","24","24","90","","","","18.04123711",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704643","IL23-4835","IL23-4835","subplot","736305","B4I_2025_AL_1101_subplot_1","1","1","1101","3","21","test","","","","","","","","","","","","","","","","","","","","3","","16","45","","","","","9","","27","89","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704643","IL23-4835","IL23-4835","subplot","736306","B4I_2025_AL_1101_subplot_2","1","1","1101","3","21","test","","","","","","","","","","","","","","","","","","","","5","","20","52","","","","","10","","24","79","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704643","IL23-4835","IL23-4835","subplot","736307","B4I_2025_AL_1101_subplot_3","1","1","1101","3","21","test","","","","","","","","","","","","","","","","","","","","5","","17","43","","","","","10","","24","90","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704485","IL23-1655","IL23-1655","plot","733851","B4I_2025_AL_1102","1","1","1102","3","22","test","","733304","NDP170011G","","","","","","8.45","1.61722488","119","","3","","115","","10.7","2.04784689","","4","16","16","41","","","","152.8571429","8","22","22","67","","","","20.76167076",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704485","IL23-1655","IL23-1655","subplot","735966","B4I_2025_AL_1102_subplot_1","1","1","1102","3","22","test","","","","","","","","","","","","","","","","","","","","5","","16","39","","","","","9","","27","66","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704485","IL23-1655","IL23-1655","subplot","735967","B4I_2025_AL_1102_subplot_2","1","1","1102","3","22","test","","","","","","","","","","","","","","","","","","","","4","","16","44","","","","","9","","22","73","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704485","IL23-1655","IL23-1655","subplot","735968","B4I_2025_AL_1102_subplot_3","1","1","1102","3","22","test","","","","","","","","","","","","","","","","","","","","4","","16","41","","","","","8","","22","67","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704953","IL23-453","IL23-453","plot","733867","B4I_2025_AL_1103","1","1","1103","3","23","test","","733407","NDP170183Y","","","","","","14.3","2.736842105","125","","5","","119","","88.35","16.90909091","","5","21","21","47","","","","166.0714286","15","25","25","72","","","","21.43928036",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704953","IL23-453","IL23-453","subplot","735669","B4I_2025_AL_1103_subplot_1","1","1","1103","3","23","test","","","","","","","","","","","","","","","","","","","","4","","23","46","","","","","12","","22","66","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704953","IL23-453","IL23-453","subplot","735670","B4I_2025_AL_1103_subplot_2","1","1","1103","3","23","test","","","","","","","","","","","","","","","","","","","","5","","22","51","","","","","10","","25","74","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704953","IL23-453","IL23-453","subplot","735671","B4I_2025_AL_1103_subplot_3","1","1","1103","3","23","test","","","","","","","","","","","","","","","","","","","","5","","21","47","","","","","15","","25","72","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704523","IL23-551","IL23-551","plot","733822","B4I_2025_AL_1104","1","1","1104","3","24","test","","733419","NDP250043Y","","","","","","20.2","3.866028708","125","","4","","119","","95.8","18.33492823","","5","16","16","44","","","","217.7272727","8","24","24","73","","","","22.5698324",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704523","IL23-551","IL23-551","subplot","736233","B4I_2025_AL_1104_subplot_1","1","1","1104","3","24","test","","","","","","","","","","","","","","","","","","","","5","","12","41","","","","","7","","26","75","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704523","IL23-551","IL23-551","subplot","736234","B4I_2025_AL_1104_subplot_2","1","1","1104","3","24","test","","","","","","","","","","","","","","","","","","","","2","","13","37","","","","","9","","22","74","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704523","IL23-551","IL23-551","subplot","736235","B4I_2025_AL_1104_subplot_3","1","1","1104","3","24","test","","","","","","","","","","","","","","","","","","","","5","","16","44","","","","","8","","24","73","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704710","IL23-4252","IL23-4252","plot","733553","B4I_2025_AL_1105","1","1","1105","3","25","test","","733383","NDP170252Y","","","","","","9.05","1.732057416","128","","3","","119","","37.7","7.215311005","","5","16","16","43","","","","184.8039216","9","24","24","78","","","","21.0955711",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704710","IL23-4252","IL23-4252","subplot","735807","B4I_2025_AL_1105_subplot_1","1","1","1105","3","25","test","","","","","","","","","","","","","","","","","","","","5","","15","36","","","","","12","","25","71","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704710","IL23-4252","IL23-4252","subplot","735808","B4I_2025_AL_1105_subplot_2","1","1","1105","3","25","test","","","","","","","","","","","","","","","","","","","","5","","11","46","","","","","13","","24","75","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704710","IL23-4252","IL23-4252","subplot","735809","B4I_2025_AL_1105_subplot_3","1","1","1105","3","25","test","","","","","","","","","","","","","","","","","","","","5","","16","43","","","","","9","","24","78","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704779","IL23-810","IL23-810","plot","733754","B4I_2025_AL_1106","1","1","1106","3","26","test","","733280","NDP170043G","","","","","","0.35","0.066985646","128","","4","","119","","1.1","0.210526316","","3","15","15","37","","","","157.1428571","9","27","27","67","","","","14",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6821","B4I_2025_AL","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-February-25","","191","Tallassee, AL","704779","IL23-810","IL23-810","subplot","736503","B4I_2025_AL_1106_subplot_1","1","1","1106","3","26","test","","","","","","","","","","","","","","","","","","","","4","","15","42","","","","","12","","22","60","","","","",""
