"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Crown rust severity (flag leaf) - percent|CO_350:0005029","Crown rust severity (flag leaf) - percent|day 153|COMP:0000162","Crown rust severity (flag leaf) - percent|day 161|COMP:0000163","Grain moisture content - percent|CO_350:0000536","Grain weight - g|CO_350:0005123","Grain yield - g/m2|CO_350:0000260","Heading date - Julian day|CO_350:0000270","Lodging incidence - percent|CO_350:0000165","Lodging severity - 0-9 Rating|CO_350:0005007","Maturity date - Julian day|CO_350:0000271","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Pea Grain Moisture Content - %|CO_xxx:0003018","Pea Grain Weight - g|CO_xxx:0003006","Pea Grain Yield - g/m2|CO_xxx:0003008","Pea Maturity Date - Julian Day|CO_xxx:0003015","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Pea Plant Height - cm|CO_xxx:0003005","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Pea Plant Height - cm|timepoint 3|COMP:0000124","Pea Plant Height - cm|timepoint 4|COMP:0000125","Pea Test Weight - g/L|CO_xxx:0003016","Pea Thousand Grain Weight - g|CO_xxx:0003017","Plant establishment - plants/ft2|CO_350:0005124","Plant height - cm|CO_350:0000232","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","Plant height - cm|timepoint 3|COMP:0000116","Plant height - cm|timepoint 4|COMP:0000117","Test weight - g/L|CO_350:0000259","Thousand grain weight - g|CO_350:0000251","notes"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6822","B4I_2025_IA","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-10","","195","Johnson, IA","704991","IL23-1644","IL23-1644","subplot","738551","B4I_2025_IA_2399_subplot_1","1","2","2399","51,NA","3,NA","test","","","","","","","","","","","","","","","","","","","","3","","18","60","55","56","","","8","","20","55","73","58","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6822","B4I_2025_IA","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-10","","195","Johnson, IA","704991","IL23-1644","IL23-1644","subplot","738552","B4I_2025_IA_2399_subplot_2","1","2","2399","51,NA","3,NA","test","","","","","","","","","","","","","","","","","","","","2","","25","64","77","55","","","12","","20","47","80","57","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6822","B4I_2025_IA","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-10","","195","Johnson, IA","704991","IL23-1644","IL23-1644","subplot","738553","B4I_2025_IA_2399_subplot_3","1","2","2399","51,NA","3,NA","test","","","","","","","","","","","","","","","","","","","","4","","28","58","74","52","","","6","","23","57","78","59","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6822","B4I_2025_IA","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-10","","195","Johnson, IA","543876","IL22-6264","","plot","734224","B4I_2025_IA_2400","1","2","2400","51,NA","2,NA","test","","733348","NDP170057G","","","","","","669","68.8970149253731","155","","6","183","152","","140.77","14.4972089552239","182","","","","","","","741.457723975857","128.8","","","","","","","357.837708","30.8",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6822","B4I_2025_IA","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-10","","195","Johnson, IA","543876","IL22-6264","","subplot","739034","B4I_2025_IA_2400_subplot_1","1","2","2400","51,NA","2,NA","test","","","","","","","","","","","","","","","","","","","","4","","616","57","75","25","","","13","","15","58","79","36","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6822","B4I_2025_IA","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-10","","195","Johnson, IA","543876","IL22-6264","","subplot","739035","B4I_2025_IA_2400_subplot_2","1","2","2400","51,NA","2,NA","test","","","","","","","","","","","","","","","","","","","","8","","16","62","83","34","","","11","","21","59","80","40","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6822","B4I_2025_IA","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-April-10","","195","Johnson, IA","543876","IL22-6264","","subplot","739036","B4I_2025_IA_2400_subplot_3","1","2","2400","51,NA","2,NA","test","","","","","","","","","","","","","","","","","","","","4","","28","62","70","41","","","7","","22","65","78","52","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514828","IL20-677","IL2020-677","plot","734593","B4I_2025_ND_4001","1","4","4001","1,NA","1,NA","test","","733343","NDP250059Y","","","","","","729.5","116.225396857562","177","","4","208","186","","729.1","116.161668058737","219","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514828","IL20-677","IL2020-677","subplot","740920","B4I_2025_ND_4001_subplot_1","1","4","4001","1,NA","1,NA","test","","","","","","","","","","","","","","","","","","","","5","","21","65","79","","","","14","","31","73","75","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514828","IL20-677","IL2020-677","subplot","740921","B4I_2025_ND_4001_subplot_2","1","4","4001","1,NA","1,NA","test","","","","","","","","","","","","","","","","","","","","11","","22","68","77","","","","12","","28","70","71","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514828","IL20-677","IL2020-677","subplot","740922","B4I_2025_ND_4001_subplot_3","1","4","4001","1,NA","1,NA","test","","","","","","","","","","","","","","","","","","","","4","","21","65","72","","","","9","","29","70","69","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704732","IL23-1206","IL23-1206","plot","734324","B4I_2025_ND_4002","1","4","4002","1,NA","2,NA","test","","733495","NDP250078Y","","","","","","934","148.806745256975","177","","2","205","185","","580.2","92.4386226960353","218","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704732","IL23-1206","IL23-1206","subplot","740851","B4I_2025_ND_4002_subplot_1","1","4","4002","1,NA","2,NA","test","","","","","","","","","","","","","","","","","","","","6","","17","58","58","","","","9","","22","60","62","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704732","IL23-1206","IL23-1206","subplot","740852","B4I_2025_ND_4002_subplot_2","1","4","4002","1,NA","2,NA","test","","","","","","","","","","","","","","","","","","","","9","","18","52","60","","","","12","","24","61","60","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704732","IL23-1206","IL23-1206","subplot","740853","B4I_2025_ND_4002_subplot_3","1","4","4002","1,NA","2,NA","test","","","","","","","","","","","","","","","","","","","","7","","18","54","69","","","","13","","23","64","62","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514968","IL20-7727","IL2020-7727","plot","734468","B4I_2025_ND_4003","1","4","4003","1,NA","3,NA","test","","733493","NDP250083Y","","","","","","1318","209.986392129222","177","","1","213","186","","616.2","98.1742145903084","218","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514968","IL20-7727","IL2020-7727","subplot","741535","B4I_2025_ND_4003_subplot_1","1","4","4003","1,NA","3,NA","test","","","","","","","","","","","","","","","","","","","","8","","17","53","50","","","","13","","25","69","76","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514968","IL20-7727","IL2020-7727","subplot","741536","B4I_2025_ND_4003_subplot_2","1","4","4003","1,NA","3,NA","test","","","","","","","","","","","","","","","","","","","","9","","15","50","58","","","","11","","26","67","80","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514968","IL20-7727","IL2020-7727","subplot","741537","B4I_2025_ND_4003_subplot_3","1","4","4003","1,NA","3,NA","test","","","","","","","","","","","","","","","","","","","","7","","14","55","61","","","","12","","26","74","80","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704948","IL23-376","IL23-376","plot","734510","B4I_2025_ND_4004","1","4","4004","1,NA","4,NA","test","","733454","NDP150412G","","","","","","1263","201.223682290749","180","","1","217","182","","515.5","82.1304894860499","215","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704948","IL23-376","IL23-376","subplot","741418","B4I_2025_ND_4004_subplot_1","1","4","4004","1,NA","4,NA","test","","","","","","","","","","","","","","","","","","","","6","","20","55","65","","","","9","","22","65","69","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704948","IL23-376","IL23-376","subplot","741419","B4I_2025_ND_4004_subplot_2","1","4","4004","1,NA","4,NA","test","","","","","","","","","","","","","","","","","","","","7","","15","54","63","","","","13","","20","64","71","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704948","IL23-376","IL23-376","subplot","741420","B4I_2025_ND_4004_subplot_3","1","4","4004","1,NA","4,NA","test","","","","","","","","","","","","","","","","","","","","7","","17","49","60","","","","10","","25","67","72","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704487","IL23-669","IL23-669","plot","734427","B4I_2025_ND_4005","1","4","4005","1,NA","5,NA","test","","733451","NDP250045Y","","","","","","911","145.142339324523","178","","2","217","184","","830.5","132.31691856094","217","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704487","IL23-669","IL23-669","subplot","740944","B4I_2025_ND_4005_subplot_1","1","4","4005","1,NA","5,NA","test","","","","","","","","","","","","","","","","","","","","5","","20","56","65","","","","16","","23","52","64","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704487","IL23-669","IL23-669","subplot","740945","B4I_2025_ND_4005_subplot_2","1","4","4005","1,NA","5,NA","test","","","","","","","","","","","","","","","","","","","","8","","21","61","65","","","","12","","23","57","64","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704487","IL23-669","IL23-669","subplot","740946","B4I_2025_ND_4005_subplot_3","1","4","4005","1,NA","5,NA","test","","","","","","","","","","","","","","","","","","","","8","","22","60","65","","","","12","","24","58","67","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","202048","IL17-3125","","plot","734352","B4I_2025_ND_4006","1","4","4006","1,NA","6,NA","test","","733281","NDP250170Y","","","","","","1349","214.925374038179","179","","1","216","184","","512.6","81.6684556945668","219","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","202048","IL17-3125","","subplot","741619","B4I_2025_ND_4006_subplot_1","1","4","4006","1,NA","6,NA","test","","","","","","","","","","","","","","","","","","","","6","","15","45","51","","","","9","","24","72","76","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","202048","IL17-3125","","subplot","741620","B4I_2025_ND_4006_subplot_2","1","4","4006","1,NA","6,NA","test","","","","","","","","","","","","","","","","","","","","7","","15","44","58","","","","22","","25","71","73","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","202048","IL17-3125","","subplot","741621","B4I_2025_ND_4006_subplot_3","1","4","4006","1,NA","6,NA","test","","","","","","","","","","","","","","","","","","","","8","","18","55","60","","","","14","","26","75","80","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514939","IL20-8446","","plot","734669","B4I_2025_ND_4007","1","4","4007","1,NA","7,NA","test","","733456","NDP250065Y","","","","","","869.5","138.530476446402","175","","2","209","181","","738.7","117.691159230543","217","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514939","IL20-8446","","subplot","740584","B4I_2025_ND_4007_subplot_1","1","4","4007","1,NA","7,NA","test","","","","","","","","","","","","","","","","","","","","7","","21","65","70","","","","17","","27","55","58","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514939","IL20-8446","","subplot","740585","B4I_2025_ND_4007_subplot_2","1","4","4007","1,NA","7,NA","test","","","","","","","","","","","","","","","","","","","","8","","20","56","67","","","","17","","32","56","61","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","514939","IL20-8446","","subplot","740586","B4I_2025_ND_4007_subplot_3","1","4","4007","1,NA","7,NA","test","","","","","","","","","","","","","","","","","","","","9","","21","65","66","","","","11","","31","60","66","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704831","IL23-271","IL23-271","plot","734694","B4I_2025_ND_4008","1","4","4008","1,NA","8,NA","test","","733424","NDP250056G","","","","","","1332.5","212.296561086637","177","","3","216","185","","849.6","135.359968704846","220","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704831","IL23-271","IL23-271","subplot","741436","B4I_2025_ND_4008_subplot_1","1","4","4008","1,NA","8,NA","test","","","","","","","","","","","","","","","","","","","","10","","17","62","71","","","","13","","28","62","58","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704831","IL23-271","IL23-271","subplot","741437","B4I_2025_ND_4008_subplot_2","1","4","4008","1,NA","8,NA","test","","","","","","","","","","","","","","","","","","","","9","","14","55","62","","","","3","","29","56","59","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704831","IL23-271","IL23-271","subplot","741438","B4I_2025_ND_4008_subplot_3","1","4","4008","1,NA","8,NA","test","","","","","","","","","","","","","","","","","","","","6","","16","62","70","","","","17","","29","59","63","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704705","IL23-621","IL23-621","plot","734708","B4I_2025_ND_4009","1","4","4009","1,NA","9,NA","test","","733387","NDP250168Y","","","","","","948","151.037253215859","177","","2","215","183","","647.9","103.22472189721","219","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704705","IL23-621","IL23-621","subplot","740803","B4I_2025_ND_4009_subplot_1","1","4","4009","1,NA","9,NA","test","","","","","","","","","","","","","","","","","","","","6","","20","71","76","","","","17","","27","58","66","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704705","IL23-621","IL23-621","subplot","740804","B4I_2025_ND_4009_subplot_2","1","4","4009","1,NA","9,NA","test","","","","","","","","","","","","","","","","","","","","9","","24","70","83","","","","14","","28","64","63","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704705","IL23-621","IL23-621","subplot","740805","B4I_2025_ND_4009_subplot_3","1","4","4009","1,NA","9,NA","test","","","","","","","","","","","","","","","","","","","","7","","23","74","71","","","","10","","30","65","64","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","544078","IL22-4235","","plot","734664","B4I_2025_ND_4010","1","4","4010","1,NA","10,NA","test","","733441","NDP250129Y","","","","","","1569","249.97621339207","178","","2","214","184","","846","134.786409515418","219","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","544078","IL22-4235","","subplot","741163","B4I_2025_ND_4010_subplot_1","1","4","4010","1,NA","10,NA","test","","","","","","","","","","","","","","","","","","","","13","","20","60","71","","","","12","","31","70","72","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","544078","IL22-4235","","subplot","741164","B4I_2025_ND_4010_subplot_2","1","4","4010","1,NA","10,NA","test","","","","","","","","","","","","","","","","","","","","7","","21","68","85","","","","20","","33","68","71","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","544078","IL22-4235","","subplot","741165","B4I_2025_ND_4010_subplot_3","1","4","4010","1,NA","10,NA","test","","","","","","","","","","","","","","","","","","","","11","","21","76","71","","","","15","","33","76","83","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704831","IL23-271","IL23-271","plot","734709","B4I_2025_ND_4011","1","4","4011","1,NA","11,NA","test","","733501","NDP250137G","","","","","","653.5","104.116925080764","177","","6","209","187","","1058","168.562672892805","220","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704831","IL23-271","IL23-271","subplot","741115","B4I_2025_ND_4011_subplot_1","1","4","4011","1,NA","11,NA","test","","","","","","","","","","","","","","","","","","","","5","","14","56","66","","","","10","","27","53","57","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704831","IL23-271","IL23-271","subplot","741116","B4I_2025_ND_4011_subplot_2","1","4","4011","1,NA","11,NA","test","","","","","","","","","","","","","","","","","","","","8","","15","54","71","","","","13","","27","56","51","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704831","IL23-271","IL23-271","subplot","741117","B4I_2025_ND_4011_subplot_3","1","4","4011","1,NA","11,NA","test","","","","","","","","","","","","","","","","","","","","7","","16","58","72","","","","9","","26","52","51","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704477","IL23-1608","IL23-1608","plot","734431","B4I_2025_ND_4012","1","4","4012","1,NA","12,NA","test","","733363","NDP250165Y","","","","","","796","126.820309662261","176","","5","209","182","","758.1","120.782005973568","218","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704477","IL23-1608","IL23-1608","subplot","741187","B4I_2025_ND_4012_subplot_1","1","4","4012","1,NA","12,NA","test","","","","","","","","","","","","","","","","","","","","6","","22","66","67","","","","7","","24","58","57","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704477","IL23-1608","IL23-1608","subplot","741188","B4I_2025_ND_4012_subplot_2","1","4","4012","1,NA","12,NA","test","","","","","","","","","","","","","","","","","","","","5","","22","58","65","","","","13","","26","58","64","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704477","IL23-1608","IL23-1608","subplot","741189","B4I_2025_ND_4012_subplot_3","1","4","4012","1,NA","12,NA","test","","","","","","","","","","","","","","","","","","","","7","","21","63","65","","","","17","","27","63","62","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704859","IL23-3730","IL23-3730","plot","734362","B4I_2025_ND_4013","1","4","4013","1,NA","13,NA","test","","733340","NDP250076Y","","","","","","975","155.338947136564","179","","4","212","181","","695.4","110.792516757709","219","","","","","","","","","","","","","","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704859","IL23-3730","IL23-3730","subplot","740518","B4I_2025_ND_4013_subplot_1","1","4","4013","1,NA","13,NA","test","","","","","","","","","","","","","","","","","","","","7","","22","64","66","","","","11","","21","55","61","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704859","IL23-3730","IL23-3730","subplot","740519","B4I_2025_ND_4013_subplot_2","1","4","4013","1,NA","13,NA","test","","","","","","","","","","","","","","","","","","","","6","","23","57","69","","","","13","","23","56","59","","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6823","B4I_2025_ND","B4I 2025 spring oat pea intercrop trial with five locations","p-rep","","","","","","2025-May-12","2025-August-20","49","Carrington, ND","704859","IL23-3730","IL23-3730","subplot","740520","B4I_2025_ND_4013_subplot_3","1","4","4013","1,NA","13,NA","test","","","","","","","","","","","","","","","","","","","","6","","20","60","68","","","","15","","25","64","61","","","",""
