"trial_name","breeding_program","location","year","design_type","description","trial_type","plot_width","plot_length","field_size","planting_date","harvest_date","plot_name","accession_name","plot_number","block_number","is_a_control","rep_number","range_number","row_number","col_number","seedlot_name","num_seed_per_plot","weight_gram_seed_per_plot","entry_number","is_private","intercrop_accession_name","Plant establishment - plants/ft2|CO_350:0005124","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","Plant height - cm|timepoint 3|COMP:0000116","Plant height - cm|timepoint 4|COMP:0000117","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Pea Plant Height - cm|timepoint 3|COMP:0000124","Pea Plant Height - cm|timepoint 4|COMP:0000125","Above ground dry biomass - g|timepoint 1|COMP:0000110","Above ground dry biomass - g|timepoint 2|COMP:0000111","Above ground dry biomass - g|timepoint 3|COMP:0000112","Pea Aboveground Dry Biomass - g|timepoint 1|COMP:0000118","Pea Aboveground Dry Biomass - g|timepoint 2|COMP:0000119","Pea Aboveground Dry Biomass - g|timepoint 3|COMP:0000120","Weed above ground dry biomass - g|timepoint 1|COMP:0000126","Weed above ground dry biomass - g|timepoint 2|COMP:0000127","Weed above ground dry biomass - g|timepoint 3|COMP:0000128","Heading date - Julian day|CO_350:0000270","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Maturity date - Julian day|CO_350:0000271","Pea Maturity Date - Julian Day|CO_xxx:0003015","Lodging severity - 0-9 Rating|CO_350:0005007","Lodging incidence - percent|CO_350:0000165","Total grain moisture content - percent|CO_350:xxx","Total grain weight - g|CO_350:xxx","Total grain yield - g/m2|CO_350:xxx","Total test weight - g/L|CO_350:xxx","Grain weight - g|CO_350:0005123","Pea Grain Weight - g|CO_xxx:0003006","Grain yield - g/m2|CO_350:0000260","Pea Grain Yield - g/m2|CO_xxx:0003008","Test weight - g/L|CO_350:0000259","Pea Test Weight - g/L|CO_xxx:0003016","Thousand grain weight - g|CO_350:0000251","Pea Thousand Grain Weight - g|CO_xxx:0003017","note"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_540","IL22-2662",540,4,NA,1,5,5,40,NA,NA,24,NA,NA,"NDP250080Y",13,5,42,70,88.9,NA,33,50,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,150,171,176,2,5,15.3,2526.50744,486.950303,402.60125,2038.995912,423.9991499,399.0207264,82.97439333,454.8974061,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_601","IL19-3618",601,6,NA,1,6,6,40,NA,NA,24,NA,NA,"NDP250187G",15,6,41,64,91.44,NA,32,42,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,154,175,179,4,10,15,2630.8336,508.8537205,433.75875,2008.995972,559.9988772,393.1498967,109.5888214,447.8583747,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_602","IL22-5365",602,6,NA,1,6,6,39,NA,NA,24,NA,NA,"NDP170350Y",10,8,48,77,96.52,NA,42,57,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,151,174,178,4,20,11.9,2508.36376,502.859981,387.15125,1873.996243,545.9989053,366.731163,106.8491008,442.5791011,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_603","IL23-1650",603,6,NA,1,6,6,38,NA,NA,24,NA,NA,"NDP250027G",3,6,46,68,81.28,NA,36,55,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,150,170,175,1,2,16.6,2426.7172,460.538421,418.18,1885.996219,470.9990557,369.0794948,92.17202655,461.0565586,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_604","IL23-558",604,6,NA,1,6,6,37,NA,NA,24,NA,NA,"NDP250102Y",8,5,46,54,91.44,NA,39,48,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,155,174,177,1,2,13.3,2580.93848,509.1871074,379.2975,2258.995471,256.9994847,442.0734777,50.29344124,450.4980115,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_605","IL23-2443",605,6,NA,1,6,6,36,NA,NA,24,NA,NA,"ND DAWN",25,11,42,57,78.74,NA,34,54,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,145,175,173,1,2,13.1,2707.94424,535.4761627,368.225,2333.99532,322.9993524,456.7505519,63.20926661,450.4980115,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_606","IL23-2246",606,5,NA,1,6,6,35,NA,NA,24,NA,NA,"NDP170190Y",13,7,43,65,81.28,NA,46,50,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,147,175,174,1,2,14.6,2571.86664,499.789312,426.54875,2049.99589,443.9991098,401.173364,86.8882798,477.7742583,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_607","IL23-1959",607,5,NA,1,6,6,34,NA,NA,24,NA,NA,"NDP250074Y",15,6,40,65,86.36,NA,39,53,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,176,177,2,5,13.9,2617.22584,512.7728231,388.31,2124.995739,443.9991098,415.8504383,86.8882798,436.4199486,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_608","IL23-4039",608,5,NA,1,6,6,33,NA,NA,24,NA,NA,"NDP250074Y",15,6,40,65,91.44,NA,38,55,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,153,176,179,1,2,14.3,2639.90544,514.8133987,366.9375,2200.995587,366.9992642,430.7232069,71.81981686,442.5791011,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_609","IL23-512",609,5,NA,1,6,6,32,NA,NA,24,NA,NA,"NDP250165Y",14,4,41,63,86.36,NA,36,52,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,149,174,175,1,2,12.2,2626.29768,524.7097263,374.53375,2244.995499,330.9993364,439.3337571,64.77482121,474.2547425,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_610","IL23-669",610,5,NA,1,6,6,31,NA,NA,24,NA,NA,"NDP250172Y",12,3,46,70,81.28,NA,34,53,45.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,149,175,175,1,2,13.5,2721.552,535.6898193,396.8075,2199.995589,502.9989915,430.5275125,98.43424491,454.0175272,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_611","IL23-951",611,6,NA,1,6,6,30,NA,NA,24,NA,NA,"NDP250156Y",19,9,38,70,96.52,NA,34,59,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,151,176,177,2,2,13.7,2463.00456,483.6783633,384.9625,2048.995892,381.9992341,400.9776696,74.75523172,462.8163165,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_612","IL22-5335",612,6,NA,1,6,6,29,NA,NA,24,NA,NA,"NDP170052G",8,6,40,74,86.36,NA,35,56,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,145,173,175,4,10,12.9,2345.07064,464.787814,406.85,1901.996187,419.9991579,372.210604,82.19161603,476.0145004,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_613","IL22-2961",613,6,NA,1,6,6,28,NA,NA,24,NA,NA,"NDP150476G",23,8,45,68,101.6,NA,38,40,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,143,174,173,1,2,12.2,2621.76176,523.8034918,388.43875,2389.995208,201.999595,467.7094341,39.53025342,456.657164,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_614","IL23-271",614,6,NA,1,6,6,27,NA,NA,24,NA,NA,"NDP250121Y",15,2,42,67,81.28,NA,30,45,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,148,176,173,0,0,15.7,2816.80632,540.3376252,422.94375,2457.995072,526.9989434,481.0166481,103.1309087,455.777285,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_615","IL23-923",615,6,NA,1,6,6,26,NA,NA,24,NA,NA,"NDP170039G",19,6,43,61,91.44,NA,35,47,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,145,175,175,1,5,17.3,2540.1152,478.01285,469.9375,1885.996219,590.9988151,369.0794948,115.6553454,439.9394643,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_616","IL19-3661",616,5,NA,1,6,6,25,NA,NA,24,NA,NA,"NDP250041Y",17,7,45,69,91.44,NA,37,46,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,153,175,182,2,5,17,2580.93848,487.4570924,424.23125,2250.995487,215.9995669,440.5079231,42.26997396,464.5760743,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_617","IL23-1450",617,5,NA,1,6,6,24,NA,NA,24,NA,NA,"NDP250035G",14,5,41,65,96.52,NA,32,46,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,154,175,180,1,2,17.5,2626.29768,493.0359045,432.21375,2127.995733,370.9992562,416.4375212,72.60259416,456.657164,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_618","IL23-4253",618,5,NA,1,6,6,23,NA,NA,24,NA,NA,"NDP250170Y",11,8,48,82,91.44,NA,35,41,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,152,168,179,2,10,16.5,2803.19856,532.6243111,472.12625,2057.995874,676.9986426,402.7389186,132.4850573,476.0145004,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_619","IL23-1423",619,5,NA,1,6,6,22,NA,NA,24,NA,NA,"NDP150179Y",21,5,41,69,96.52,NA,32,54,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,150,175,175,1,10,17.4,2689.80056,505.5693948,450.3675,2109.99577,471.9990537,412.9150234,92.36772087,485.6931686,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_620","IL23-3874",620,5,NA,1,6,6,21,NA,NA,24,NA,NA,"NDP120083Y",18,8,44,75,99.06,NA,35,49,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,150,168,175,2,10,15,2735.15976,529.0324025,402.4725,2172.995643,485.9990256,425.2437658,95.10744141,426.7412804,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_621","IL23-3576",621,6,NA,1,6,6,20,NA,NA,24,NA,NA,"NDP250095Y",19,6,42,55,96.52,NA,39,45,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,149,175,182,1,2,16.1,2626.29768,501.4025744,471.09625,1860.996269,679.9986366,364.1871367,133.0721402,449.6181325,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_622","IL23-377",622,6,NA,1,6,6,19,NA,NA,24,NA,NA,"NDP250078Y",17,7,41,65,96.52,NA,34,53,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,149,176,175,1,2,16.6,2744.2316,520.7957845,423.45875,2202.995583,466.9990637,431.1145955,91.38924925,433.7803118,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_623","IL22-4169",623,6,NA,1,6,6,18,NA,NA,24,NA,NA,"NDP250171Y",15,8,53,73,106.68,NA,39,52,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,153,173,179,2,2,16.2,2630.8336,501.6699032,442.6425,2201.995585,340.9993163,430.9189012,66.73176444,471.6151058,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_624","IL23-1859",624,6,NA,1,6,6,17,NA,NA,24,NA,NA,"NDP150232Y",17,6,43,63,96.52,NA,42,52,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,153,176,178,2,2,16.3,2521.97152,480.337269,418.05125,1997.995994,449.9990978,390.9972591,88.06244575,429.3809172,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_625","IL23-4746",625,6,NA,1,6,6,16,NA,NA,24,NA,NA,"NDP250068Y",19,6,46,50,86.36,NA,37,49,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,146,172,175,2,2,17.4,2553.72296,479.9925283,445.08875,1981.996026,495.9990055,387.8661499,97.06438465,470.7352268,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_626","IL23-4063",626,5,NA,1,6,6,15,NA,NA,24,NA,NA,"NDP250050Y",16,7,49,69,96.52,NA,42,48,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,150,175,175,1,2,17,2735.15976,516.5845813,418.82375,2170.995647,462.9990717,424.8523771,90.60647196,434.6601908,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_627","IL23-250",627,5,NA,1,6,6,14,NA,NA,24,NA,NA,"NDP250138G",14,6,50,69,91.44,NA,44,52,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,144,175,175,1,2,12.4,2707.94424,539.7895495,390.6275,2266.995455,409.999178,443.6390322,80.23467279,471.6151058,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_628","IL22-4325",628,5,NA,1,6,6,13,NA,NA,24,NA,NA,"NDP250144G",22,3,49,89,106.68,NA,47,65,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,150,170,177,3,5,15.8,2041.164,391.0845328,397.19375,1465.997061,467.9990617,286.8878788,91.58494358,475.1346215,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_629","IL21-3542",629,5,NA,1,6,6,12,NA,NA,24,NA,NA,"NDP250048Y",15,8,44,67,91.44,NA,33,50,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,149,175,175,2,2,15.6,2658.04912,510.4886582,418.4375,2154.995679,449.9990978,421.721268,88.06244575,478.6541372,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_630","IL23-810",630,5,NA,1,6,6,11,NA,NA,24,NA,NA,"NDP250163Y",12,10,45,65,101.6,NA,42,55,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,148,176,175,1,5,15,2748.76752,531.6644045,393.46,2307.995373,402.999192,451.6624995,78.86481252,443.45898,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_631","IL23-445",631,6,NA,1,6,6,10,NA,NA,24,NA,NA,"NDP170247Y",19,7,40,65,101.6,NA,38,64,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,149,176,174,2,2,11.8,2413.10944,484.3131402,379.16875,1958.996072,423.9991499,383.3651805,82.97439333,446.0986168,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_632","IL23-4049",632,6,NA,1,6,6,9,NA,NA,24,NA,NA,"NDP150179Y",16,4,45,71,101.6,NA,37,54,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,149,176,175,4,5,13.1,2735.15976,540.8578327,363.075,2312.995363,327.9993424,452.6409711,64.18773823,448.7382536,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_633","IL23-1613",633,6,NA,1,6,6,8,NA,NA,24,NA,NA,"NDP250027G",17,6,54,85,101.6,NA,36,56,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,150,168,175,3,10,13.4,2081.98728,410.2764721,418.05125,1641.996708,370.9992562,321.3300798,72.60259416,493.612079,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_634","IL23-4063",634,6,NA,1,6,6,7,NA,NA,24,NA,NA,"NDP250059Y",20,12,43,69,106.68,NA,34,68,91.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,154,174,179,4,20,16.9,2549.18704,482.0403291,385.09125,1866.996257,528.9989394,365.3613027,103.5222973,439.0595854,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_635","IL23-1806",635,6,NA,1,6,6,6,NA,NA,24,NA,NA,"NDP250149G",22,6,42,71,96.52,NA,35,59,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,176,176,2,5,14.5,2476.61232,481.8421548,400.155,1982.996024,419.9991579,388.0618443,82.19161603,455.777285,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_636","IL23-1037",636,5,NA,1,6,6,5,NA,NA,24,NA,NA,"NDP170099G",22,7,41,69,96.52,NA,37,67,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,144,173,175,2,2,15.1,2367.75024,457.4295621,435.56125,1809.996371,498.9989995,354.2067262,97.65146762,470.7352268,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_637","IL23-1660",637,5,NA,1,6,6,4,NA,NA,24,NA,NA,"NDP170057G",20,5,50,74,86.36,NA,37,63,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,149,168,175,2,5,14.1,2540.1152,496.509115,375.04875,2700.994585,402.999192,528.5703688,78.86481252,457.5370429,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_638","IL23-524",638,5,NA,1,6,6,3,NA,NA,24,NA,NA,"NDP250098Y",15,4,47,72,96.52,NA,37,62,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,150,175,177,2,5,14.4,2458.46864,478.8716051,386.765,2157.995673,204.999589,422.3083509,40.1173364,427.6211593,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_639","IL19-2033",639,5,NA,1,6,6,2,NA,NA,24,NA,NA,"NDP150231Y",16,5,48,77,101.6,NA,42,54,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,150,175,175,3,5,12.3,2521.97152,503.2924551,359.85625,2128.995731,297.9994025,416.6332155,58.31690852,450.4980115,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_640","IL20-7841",640,5,NA,1,6,6,1,NA,NA,24,NA,NA,"NDP250081Y",21,7,40,70,96.52,NA,33,40,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,152,173,176,1,2,15.6,2367.75024,454.7356307,402.73,1991.996006,287.9994226,389.8230932,56.35996528,455.777285,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_701","IL23-1462",701,5,NA,1,7,7,1,NA,NA,24,NA,NA,"NDP250077Y",16,8,42,61,106.68,NA,38,54,81.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,152,175,179,9,5,16.1,2109.2028,402.680824,393.33125,1637.996716,362.9992722,320.5473025,71.03703957,454.8974061,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
