"trial_name","breeding_program","location","year","design_type","description","trial_type","plot_width","plot_length","field_size","planting_date","harvest_date","plot_name","accession_name","plot_number","block_number","is_a_control","rep_number","range_number","row_number","col_number","seedlot_name","num_seed_per_plot","weight_gram_seed_per_plot","entry_number","is_private","intercrop_accession_name","Plant establishment - plants/ft2|CO_350:0005124","Pea Plant Establishment - plants/ft2|CO_xxx:0003011","Plant height - cm|timepoint 1|COMP:0000114","Plant height - cm|timepoint 2|COMP:0000115","Plant height - cm|timepoint 3|COMP:0000116","Plant height - cm|timepoint 4|COMP:0000117","Pea Plant Height - cm|timepoint 1|COMP:0000122","Pea Plant Height - cm|timepoint 2|COMP:0000123","Pea Plant Height - cm|timepoint 3|COMP:0000124","Pea Plant Height - cm|timepoint 4|COMP:0000125","Above ground dry biomass - g|timepoint 1|COMP:0000110","Above ground dry biomass - g|timepoint 2|COMP:0000111","Above ground dry biomass - g|timepoint 3|COMP:0000112","Pea Aboveground Dry Biomass - g|timepoint 1|COMP:0000118","Pea Aboveground Dry Biomass - g|timepoint 2|COMP:0000119","Pea Aboveground Dry Biomass - g|timepoint 3|COMP:0000120","Weed above ground dry biomass - g|timepoint 1|COMP:0000126","Weed above ground dry biomass - g|timepoint 2|COMP:0000127","Weed above ground dry biomass - g|timepoint 3|COMP:0000128","Heading date - Julian day|CO_350:0000270","Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014","Maturity date - Julian day|CO_350:0000271","Pea Maturity Date - Julian Day|CO_xxx:0003015","Lodging severity - 0-9 Rating|CO_350:0005007","Lodging incidence - percent|CO_350:0000165","Total grain moisture content - percent|CO_350:xxx","Total grain weight - g|CO_350:xxx","Total grain yield - g/m2|CO_350:xxx","Total test weight - g/L|CO_350:xxx","Grain weight - g|CO_350:0005123","Pea Grain Weight - g|CO_xxx:0003006","Grain yield - g/m2|CO_350:0000260","Pea Grain Yield - g/m2|CO_xxx:0003008","Test weight - g/L|CO_350:0000259","Pea Test Weight - g/L|CO_xxx:0003016","Thousand grain weight - g|CO_350:0000251","Pea Thousand Grain Weight - g|CO_xxx:0003017","note"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_314","IL20-5913",314,1,NA,1,3,3,14,NA,NA,24,NA,NA,"NDP250101Y",27,6,44,75,91.44,NA,28,54,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,154,175,177,1,2,14.1,2608.154,509.8084663,408.6525,2289.995409,282.9994326,448.1400017,55.38149366,472.4949847,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_315","IL22-1423",315,1,NA,1,3,3,15,NA,NA,24,NA,NA,"NDP250139G",18,7,45,81,91.44,NA,35,55,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,149,175,175,3,5,16.7,2594.54624,491.7983475,415.99125,2159.995669,338.9993203,422.6997396,66.3403758,458.4169218,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_316","IL23-3823",316,2,NA,1,3,3,16,NA,NA,24,NA,NA,"NDP250028Y",18,7,42,72,96.52,NA,29,47,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,150,175,175,1,5,15.6,2753.30344,528.7826203,447.40625,2030.995928,658.9986787,397.4551718,128.9625594,434.6601908,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_317","IL23-1228",317,2,NA,1,3,3,17,NA,NA,24,NA,NA,"NDP170133G",13,7,39,68,86.36,NA,30,51,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,149,174,175,7,30,15.5,2281.56776,438.7031259,412.7725,1842.996305,369.9992582,360.6646389,72.40689984,451.3778904,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_318","IL23-1236",318,2,NA,1,3,3,18,NA,NA,24,NA,NA,"ND VICTORY",22,6,41,74,86.36,NA,30,59,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,150,175,176,6,10,17.7,2481.14824,464.6577621,457.44875,1785.996419,602.998791,349.5100625,118.0036773,440.8193433,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_319","IL23-4063",319,2,NA,1,3,3,19,NA,NA,24,NA,NA,"NDP170056G",28,11,40,63,91.44,NA,33,52,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,146,175,175,2,5,15.7,2571.86664,493.3517448,412.38625,2019.99595,451.9990938,395.3025342,88.45383439,429.3809172,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_320","IL23-2034",320,2,NA,1,3,3,20,NA,NA,24,NA,NA,"NDP250154Y",26,7,35,69,76.2,NA,27,52,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,147,175,175,0,0,13.7,2671.65688,524.6529576,438.78,2300.995387,312.9993724,450.2926393,61.25232338,471.6151058,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_321","IL23-1806",321,3,NA,1,3,3,21,NA,NA,24,NA,NA,"NDP250095Y",21,2,35,40,86.36,NA,32,70,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,147,175,174,1,2,14.8,2408.57352,466.9605059,405.43375,2069.99585,280.9994366,405.0872504,54.99010501,440.8193433,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_322","IL23-4555",322,3,NA,1,3,3,22,NA,NA,24,NA,NA,"NDP250042Y",16,6,40,63,71.12,NA,32,51,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,149,170,179,1,2,11.8,2218.06488,445.1675293,402.9875,1894.996201,271.9994547,370.8407438,53.2288561,471.6151058,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_323","IL22-251",323,3,NA,1,3,3,23,NA,NA,24,NA,NA,"NDP170247Y",15,9,42,66,81.28,NA,34,53,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,149,173,175,2,5,13.6,2472.0764,486.0223933,397.3225,2137.995713,272.9994526,418.3944645,53.42455042,445.2187379,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_324","IL23-1842",324,3,NA,1,3,3,24,NA,NA,24,NA,NA,"NDP250051Y",24,5,37,62,81.28,NA,31,45,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,150,176,175,0,0,15.3,2335.9988,450.2323269,411.7425,1994.996,274.9994486,390.4101761,53.81593907,449.6181325,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_325","IL23-810",325,3,NA,1,3,3,25,NA,NA,24,NA,NA,"NDP250116G",17,5,42,71,86.36,NA,33,49,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,151,175,175,3,10,14.2,2404.0376,469.3633689,406.46375,2150.995687,216.9995649,420.9384907,42.46566828,451.3778904,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_326","IL23-3627",326,4,NA,1,3,3,26,NA,NA,24,NA,NA,"NDP250138G",16,7,44,71,91.44,NA,30,53,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,144,174,174,5,10,16.3,2399.50168,457.0115383,472.255,1904.996181,432.9991319,372.797687,84.73564224,474.2547425,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_327","IL23-4554",327,4,NA,1,3,3,27,NA,NA,24,NA,NA,"NDP250120G",18,5,44,72,78.74,NA,37,51,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,147,175,176,3,5,17.7,2258.88816,423.0339407,499.16375,1417.997157,764.9984662,277.4945513,149.7061578,482.1736529,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_328","IL21-4178",328,4,NA,1,3,3,28,NA,NA,24,NA,NA,"NDP250161Y",15,7,40,76,86.36,NA,31,58,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,147,173,177,2,5,14.3,2585.4744,504.1986895,412.12875,1986.996016,570.9988552,388.8446216,111.7414589,483.9334108,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_329","IL23-4555",329,4,NA,1,3,3,29,NA,NA,24,NA,NA,"NDP250060Y",16,5,42,70,76.2,NA,35,52,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,153,172,179,0,0,12.4,2286.10368,455.7017302,388.0525,1822.996345,430.9991359,356.7507524,84.34425359,471.6151058,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_330","IL23-509",330,4,NA,1,3,3,30,NA,NA,24,NA,NA,"NDP250138G",19,7,34,60,86.36,NA,35,45,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,146,176,175,6,10,13.1,2440.32496,482.5564079,382.25875,2067.995854,333.9993303,404.6958618,65.36190418,446.0986168,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_331","IL23-771",331,3,NA,1,3,3,31,NA,NA,24,NA,NA,"NDP250052Y",12,9,41,67,91.44,NA,34,59,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,144,175,175,1,2,13.8,2594.54624,508.9197786,382.77375,2111.995766,416.9991639,413.306412,81.60453306,451.3778904,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_332","IL21-6116",332,3,NA,1,3,3,32,NA,NA,24,NA,NA,"NDP250108G",19,6,44,67,76.2,NA,35,56,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,150,174,179,2,2,15.2,2181.77752,421.0047187,493.49875,1336.997319,821.9983519,261.643311,160.8607342,486.5730475,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_333","IL21-5955",333,3,NA,1,3,3,33,NA,NA,24,NA,NA,"NDP250084Y",16,7,37,64,86.36,NA,27,51,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,150,174,174,0,0,14.1,2549.18704,498.2823618,436.9775,2050.995888,469.9990577,401.3690583,91.97633222,489.2126843,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_334","IL23-1614",334,3,NA,1,3,3,34,NA,NA,24,NA,NA,"NDP250030Y",20,6,45,73,88.9,NA,35,53,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,148,174,175,1,5,14.1,2540.1152,496.509115,415.09,2010.995968,472.9990517,393.5412853,92.5634152,474.2547425,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_335","IL21-753",335,3,NA,1,3,3,35,NA,NA,24,NA,NA,"NDP250072Y",12,9,40,64,81.28,NA,33,48,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,152,174,179,2,5,13.1,2576.40256,509.4647578,419.21,1819.996351,709.9985765,356.1636695,138.94297,449.6181325,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_336","IL20-618",336,4,NA,1,3,3,36,NA,NA,24,NA,NA,"NDP170027G",20,5,39,71,86.36,NA,34,53,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,146,174,175,3,5,14.7,2263.42408,439.3348064,390.75625,1715.996559,493.9990095,335.8114598,96.672996,461.9364375,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_337","IL23-4049",337,4,NA,1,3,3,37,NA,NA,24,NA,NA,"NDP250084Y",20,7,39,55,91.44,NA,38,54,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,150,175,173,1,2,14.3,2590.01032,505.0832486,392.81625,1933.996122,594.998807,378.4728224,116.4381227,453.1376483,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_338","IL20-8320",338,4,NA,1,3,3,38,NA,NA,24,NA,NA,"NDP150232Y",23,2,40,69,81.28,NA,35,58,73.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,153,175,177,1,5,18,2444.86088,456.1930373,444.1875,1803.996383,569.9988572,353.0325603,111.5457646,461.9364375,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_339","IL21-4364",339,4,NA,1,3,3,39,NA,NA,24,NA,NA,"NDP170004G",11,8,42,65,66.04,NA,30,55,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,146,168,175,1,2,15,2340.53472,452.7043444,466.3325,1366.997259,911.9981715,267.5141407,178.4732234,476.8943793,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_340","IL23-3826",340,4,NA,1,3,3,40,NA,NA,24,NA,NA,"NDP170101G",16,7,40,68,96.52,NA,31,44,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,150,174,177,3,5,15.4,2644.44136,509.0787308,425.39,2029.99593,553.9988893,397.2594775,108.4146554,463.6961954,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_401","IL23-259",401,4,NA,1,4,4,40,NA,NA,24,NA,NA,"NDP250079Y",20,5,41,64,81.28,NA,34,48,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,151,173,176,2,5,13.7,2499.29192,490.8043797,422.17125,1996.995996,485.9990256,390.8015648,95.10744141,471.6151058,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_402","IL23-2625",402,4,NA,1,4,4,39,NA,NA,24,NA,NA,"NDP170094Y",11,6,43,79,86.36,NA,36,55,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,146,172,174,3,10,15.7,2485.68416,476.8196757,455.775,1834.996321,600.998795,359.0990843,117.6122887,484.8132897,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_403","IL22-4050",403,4,NA,1,4,4,38,NA,NA,24,NA,NA,"NDP250156Y",16,1,46,80,91.44,NA,33,50,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,152,168,177,1,5,12.5,2358.6784,469.6317299,387.28,1685.99662,353.9992902,329.9406301,69.27579065,480.413895,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_404","IL23-422",404,4,NA,1,4,4,37,NA,NA,24,NA,NA,"NDP250107G",21,6,44,55,81.28,NA,32,47,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,152,176,175,0,0,11.6,2658.04912,534.6824335,359.47,2260.995467,322.9993524,442.4648663,63.20926661,424.1016436,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_405","IL23-3823",405,4,NA,1,4,4,36,NA,NA,24,NA,NA,"NDP250040Y",16,4,42,59,96.52,NA,33,47,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,153,174,182,1,2,13.8,2626.29768,515.1478178,402.08625,2309.995369,245.9995068,452.0538882,48.14080368,467.2157111,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_406","IL23-2554",406,3,NA,1,4,4,35,NA,NA,24,NA,NA,"NDP250178Y",12,3,39,55,81.28,NA,34,50,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,146,175,175,0,0,13.8,2735.15976,536.5010952,382.77375,2325.995336,383.9992301,455.1849974,75.14662037,427.6211593,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_407","IL22-3262",407,3,NA,1,4,4,34,NA,NA,24,NA,NA,"NDP250113G",14,9,41,70,86.36,NA,29,38,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,150,172,182,0,0,13.5,2499.29192,491.9418174,376.33625,2223.995541,238.9995208,435.2241763,46.77094341,447.8583747,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_408","IL23-1655",408,3,NA,1,4,4,33,NA,NA,24,NA,NA,"NDP170011G",23,4,42,70,81.28,NA,22,47,66.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,149,168,174,1,2,13.5,2422.18128,476.7639392,387.795,2037.995914,333.9993303,398.8250321,65.36190418,464.5760743,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_409","IL23-3838",409,3,NA,1,4,4,32,NA,NA,24,NA,NA,"NDP250042Y",9,5,43,68,91.44,NA,30,50,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,151,175,175,2,5,13.9,2599.08216,509.2180721,398.61,2246.995495,299.9993985,439.7251458,58.70829716,461.9364375,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_410","IL23-875",410,3,NA,1,4,4,31,NA,NA,24,NA,NA,"NDP170252Y",20,6,45,67,81.28,NA,42,55,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,151,173,175,0,0,12.3,2585.4744,515.9652867,414.06,2206.995575,366.9992642,431.8973728,71.81981686,466.3358322,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_411","IL23-1610",411,4,NA,1,4,4,30,NA,NA,24,NA,NA,"NDP250049Y",15,9,44,75,81.28,NA,39,56,71.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,150,168,174,1,2,16.4,2177.2416,414.184221,429.12375,1512.996966,602.998791,296.085512,118.0036773,471.6151058,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_412","IL23-475",412,4,NA,1,4,4,29,NA,NA,24,NA,NA,"NDP250072Y",17,3,37,66,86.36,NA,39,48,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,152,176,178,1,5,12.1,2367.75024,473.5931509,372.86,1884.996221,469.9990577,368.8838005,91.97633222,436.4199486,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_413","IL22-3365",413,4,NA,1,4,4,28,NA,NA,24,NA,NA,"NDP250030Y",9,7,43,79,91.44,NA,36,59,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,148,168,175,3,20,16.2,2326.92696,443.7183799,457.19125,1782.996425,506.9989835,348.9229795,99.21702221,469.8553479,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_414","IL23-652",414,4,NA,1,4,4,27,NA,NA,24,NA,NA,"NDP250151Y",16,4,41,67,86.36,NA,38,50,60.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,146,175,175,0,0,15.8,2603.61808,498.8500486,430.025,1937.996114,609.998777,379.2555997,119.3735376,462.8163165,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
"B4I_2025_IL","Intercropping Cooperative","Urbana, IL",2025,"p-rep","B4I 2025 spring oat pea intercrop trial with five locations","phenotyping_trial",1.4,3.65,NA,"4/25/25","7/8/25","B4I_2025_IL_415","IL23-1631",415,4,NA,1,4,4,26,NA,NA,24,NA,NA,"NDP170001G",12,10,45,71,86.36,NA,41,67,55.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,150,173,175,1,2,16.2,2394.96576,456.6926016,421.5275,1819.996351,478.9990396,356.1636695,93.73758114,460.1766797,NA,NA,NA,"T1-05/15/25_T2-05/30/25_T3-06/10/25"
