consec,GID,YEAR,IDno,MaxFreq,SeePlot_g,SeeLoc_g,AL,IA,IL,ND,NY,TOTALfreq,wgTOTAL,lCONSEC,lACCNO,lGID,lLOC,lLOCwg,pLABEL01,pLABEL02,pLABEL03
198,IL24-3949,24,3949,2,24,48,2,2,1,2,2,9,336,790,198,IL24-3949,IA,120 g,790  ( IA--198 ),IL24-3949,B4i-26 Oat seed ~120 g
198,IL24-3949,24,3949,2,24,48,2,2,1,2,2,9,336,791,198,IL24-3949,ND,120 g,791  ( ND--198 ),IL24-3949,B4i-26 Oat seed ~120 g
198,IL24-3949,24,3949,2,24,48,2,2,1,2,2,9,336,792,198,IL24-3949,NY,120 g,792  ( NY--198 ),IL24-3949,B4i-26 Oat seed ~120 g
199,IL24-3841,24,3841,2,24,48,2,1,1,0,2,6,264,793,199,IL24-3841,AL,120 g,793  ( AL--199 ),IL24-3841,B4i-26 Oat seed ~120 g
199,IL24-3841,24,3841,2,24,48,2,1,1,0,2,6,264,794,199,IL24-3841,IA,120 g,794  ( IA--199 ),IL24-3841,B4i-26 Oat seed ~120 g
199,IL24-3841,24,3841,2,24,48,2,1,1,0,2,6,264,795,199,IL24-3841,ND,120 g,795  ( ND--199 ),IL24-3841,B4i-26 Oat seed ~120 g
199,IL24-3841,24,3841,2,24,48,2,1,1,0,2,6,264,796,199,IL24-3841,NY,120 g,796  ( NY--199 ),IL24-3841,B4i-26 Oat seed ~120 g
200,IL24-374,24,374,1,24,24,1,0,0,1,1,3,192,797,200,IL24-374,AL,120 g,797  ( AL--200 ),IL24-374,B4i-26 Oat seed ~120 g
200,IL24-374,24,374,1,24,24,1,0,0,1,1,3,192,798,200,IL24-374,IA,120 g,798  ( IA--200 ),IL24-374,B4i-26 Oat seed ~120 g
200,IL24-374,24,374,1,24,24,1,0,0,1,1,3,192,799,200,IL24-374,ND,120 g,799  ( ND--200 ),IL24-374,B4i-26 Oat seed ~120 g
200,IL24-374,24,374,1,24,24,1,0,0,1,1,3,192,800,200,IL24-374,NY,120 g,800  ( NY--200 ),IL24-374,B4i-26 Oat seed ~120 g
201,IL24-3574,24,3574,2,24,48,2,2,1,1,1,7,288,801,201,IL24-3574,AL,120 g,801  ( AL--201 ),IL24-3574,B4i-26 Oat seed ~120 g
201,IL24-3574,24,3574,2,24,48,2,2,1,1,1,7,288,802,201,IL24-3574,IA,120 g,802  ( IA--201 ),IL24-3574,B4i-26 Oat seed ~120 g
201,IL24-3574,24,3574,2,24,48,2,2,1,1,1,7,288,803,201,IL24-3574,ND,120 g,803  ( ND--201 ),IL24-3574,B4i-26 Oat seed ~120 g
201,IL24-3574,24,3574,2,24,48,2,2,1,1,1,7,288,804,201,IL24-3574,NY,120 g,804  ( NY--201 ),IL24-3574,B4i-26 Oat seed ~120 g
202,IL24-3471,24,3471,3,24,72,2,1,3,1,1,8,312,805,202,IL24-3471,AL,120 g,805  ( AL--202 ),IL24-3471,B4i-26 Oat seed ~120 g
202,IL24-3471,24,3471,3,24,72,2,1,3,1,1,8,312,806,202,IL24-3471,IA,120 g,806  ( IA--202 ),IL24-3471,B4i-26 Oat seed ~120 g
202,IL24-3471,24,3471,3,24,72,2,1,3,1,1,8,312,807,202,IL24-3471,ND,120 g,807  ( ND--202 ),IL24-3471,B4i-26 Oat seed ~120 g
202,IL24-3471,24,3471,3,24,72,2,1,3,1,1,8,312,808,202,IL24-3471,NY,120 g,808  ( NY--202 ),IL24-3471,B4i-26 Oat seed ~120 g
203,IL24-6420,24,6420,2,24,48,1,2,1,0,1,5,240,809,203,IL24-6420,AL,120 g,809  ( AL--203 ),IL24-6420,B4i-26 Oat seed ~120 g
203,IL24-6420,24,6420,2,24,48,1,2,1,0,1,5,240,810,203,IL24-6420,IA,120 g,810  ( IA--203 ),IL24-6420,B4i-26 Oat seed ~120 g
203,IL24-6420,24,6420,2,24,48,1,2,1,0,1,5,240,811,203,IL24-6420,ND,120 g,811  ( ND--203 ),IL24-6420,B4i-26 Oat seed ~120 g
203,IL24-6420,24,6420,2,24,48,1,2,1,0,1,5,240,812,203,IL24-6420,NY,120 g,812  ( NY--203 ),IL24-6420,B4i-26 Oat seed ~120 g
204,IL24-6522,24,6522,3,24,72,2,2,2,3,1,10,360,813,204,IL24-6522,AL,120 g,813  ( AL--204 ),IL24-6522,B4i-26 Oat seed ~120 g
204,IL24-6522,24,6522,3,24,72,2,2,2,3,1,10,360,814,204,IL24-6522,IA,120 g,814  ( IA--204 ),IL24-6522,B4i-26 Oat seed ~120 g
204,IL24-6522,24,6522,3,24,72,2,2,2,3,1,10,360,815,204,IL24-6522,ND,120 g,815  ( ND--204 ),IL24-6522,B4i-26 Oat seed ~120 g
204,IL24-6522,24,6522,3,24,72,2,2,2,3,1,10,360,816,204,IL24-6522,NY,120 g,816  ( NY--204 ),IL24-6522,B4i-26 Oat seed ~120 g
205,IL24-7710,24,7710,2,24,48,1,1,1,2,2,7,288,817,205,IL24-7710,AL,120 g,817  ( AL--205 ),IL24-7710,B4i-26 Oat seed ~120 g
205,IL24-7710,24,7710,2,24,48,1,1,1,2,2,7,288,818,205,IL24-7710,IA,120 g,818  ( IA--205 ),IL24-7710,B4i-26 Oat seed ~120 g
205,IL24-7710,24,7710,2,24,48,1,1,1,2,2,7,288,819,205,IL24-7710,ND,120 g,819  ( ND--205 ),IL24-7710,B4i-26 Oat seed ~120 g
205,IL24-7710,24,7710,2,24,48,1,1,1,2,2,7,288,820,205,IL24-7710,NY,120 g,820  ( NY--205 ),IL24-7710,B4i-26 Oat seed ~120 g
206,IL24-7717,24,7717,1,24,24,0,1,1,1,1,4,216,821,206,IL24-7717,AL,120 g,821  ( AL--206 ),IL24-7717,B4i-26 Oat seed ~120 g
206,IL24-7717,24,7717,1,24,24,0,1,1,1,1,4,216,822,206,IL24-7717,IA,120 g,822  ( IA--206 ),IL24-7717,B4i-26 Oat seed ~120 g
206,IL24-7717,24,7717,1,24,24,0,1,1,1,1,4,216,823,206,IL24-7717,ND,120 g,823  ( ND--206 ),IL24-7717,B4i-26 Oat seed ~120 g
206,IL24-7717,24,7717,1,24,24,0,1,1,1,1,4,216,824,206,IL24-7717,NY,120 g,824  ( NY--206 ),IL24-7717,B4i-26 Oat seed ~120 g
207,IL24-6742,24,6742,3,24,72,2,1,2,3,2,10,360,825,207,IL24-6742,AL,120 g,825  ( AL--207 ),IL24-6742,B4i-26 Oat seed ~120 g
207,IL24-6742,24,6742,3,24,72,2,1,2,3,2,10,360,826,207,IL24-6742,IA,120 g,826  ( IA--207 ),IL24-6742,B4i-26 Oat seed ~120 g
207,IL24-6742,24,6742,3,24,72,2,1,2,3,2,10,360,827,207,IL24-6742,ND,120 g,827  ( ND--207 ),IL24-6742,B4i-26 Oat seed ~120 g
207,IL24-6742,24,6742,3,24,72,2,1,2,3,2,10,360,828,207,IL24-6742,NY,120 g,828  ( NY--207 ),IL24-6742,B4i-26 Oat seed ~120 g
208,IL24-2959,24,2959,2,24,48,1,2,2,1,1,7,288,829,208,IL24-2959,AL,120 g,829  ( AL--208 ),IL24-2959,B4i-26 Oat seed ~120 g
208,IL24-2959,24,2959,2,24,48,1,2,2,1,1,7,288,830,208,IL24-2959,IA,120 g,830  ( IA--208 ),IL24-2959,B4i-26 Oat seed ~120 g
208,IL24-2959,24,2959,2,24,48,1,2,2,1,1,7,288,831,208,IL24-2959,ND,120 g,831  ( ND--208 ),IL24-2959,B4i-26 Oat seed ~120 g
208,IL24-2959,24,2959,2,24,48,1,2,2,1,1,7,288,832,208,IL24-2959,NY,120 g,832  ( NY--208 ),IL24-2959,B4i-26 Oat seed ~120 g
209,IL24-8172,24,8172,2,24,48,1,0,2,1,1,5,240,833,209,IL24-8172,AL,120 g,833  ( AL--209 ),IL24-8172,B4i-26 Oat seed ~120 g
209,IL24-8172,24,8172,2,24,48,1,0,2,1,1,5,240,834,209,IL24-8172,IA,120 g,834  ( IA--209 ),IL24-8172,B4i-26 Oat seed ~120 g
209,IL24-8172,24,8172,2,24,48,1,0,2,1,1,5,240,835,209,IL24-8172,ND,120 g,835  ( ND--209 ),IL24-8172,B4i-26 Oat seed ~120 g
209,IL24-8172,24,8172,2,24,48,1,0,2,1,1,5,240,836,209,IL24-8172,NY,120 g,836  ( NY--209 ),IL24-8172,B4i-26 Oat seed ~120 g
210,IL24-2408,24,2408,3,24,72,2,2,3,2,1,10,360,837,210,IL24-2408,AL,120 g,837  ( AL--210 ),IL24-2408,B4i-26 Oat seed ~120 g
210,IL24-2408,24,2408,3,24,72,2,2,3,2,1,10,360,838,210,IL24-2408,IA,120 g,838  ( IA--210 ),IL24-2408,B4i-26 Oat seed ~120 g
210,IL24-2408,24,2408,3,24,72,2,2,3,2,1,10,360,839,210,IL24-2408,ND,120 g,839  ( ND--210 ),IL24-2408,B4i-26 Oat seed ~120 g
210,IL24-2408,24,2408,3,24,72,2,2,3,2,1,10,360,840,210,IL24-2408,NY,120 g,840  ( NY--210 ),IL24-2408,B4i-26 Oat seed ~120 g
211,IL24-6624,24,6624,2,24,48,2,2,2,2,2,10,360,841,211,IL24-6624,AL,120 g,841  ( AL--211 ),IL24-6624,B4i-26 Oat seed ~120 g
211,IL24-6624,24,6624,2,24,48,2,2,2,2,2,10,360,842,211,IL24-6624,IA,120 g,842  ( IA--211 ),IL24-6624,B4i-26 Oat seed ~120 g
211,IL24-6624,24,6624,2,24,48,2,2,2,2,2,10,360,843,211,IL24-6624,ND,120 g,843  ( ND--211 ),IL24-6624,B4i-26 Oat seed ~120 g
211,IL24-6624,24,6624,2,24,48,2,2,2,2,2,10,360,844,211,IL24-6624,NY,120 g,844  ( NY--211 ),IL24-6624,B4i-26 Oat seed ~120 g
212,IL24-3410,24,3410,2,24,48,1,2,1,1,1,6,264,845,212,IL24-3410,AL,120 g,845  ( AL--212 ),IL24-3410,B4i-26 Oat seed ~120 g
212,IL24-3410,24,3410,2,24,48,1,2,1,1,1,6,264,846,212,IL24-3410,IA,120 g,846  ( IA--212 ),IL24-3410,B4i-26 Oat seed ~120 g
212,IL24-3410,24,3410,2,24,48,1,2,1,1,1,6,264,847,212,IL24-3410,ND,120 g,847  ( ND--212 ),IL24-3410,B4i-26 Oat seed ~120 g
212,IL24-3410,24,3410,2,24,48,1,2,1,1,1,6,264,848,212,IL24-3410,NY,120 g,848  ( NY--212 ),IL24-3410,B4i-26 Oat seed ~120 g
213,IL24-1518,24,1518,3,24,72,1,2,2,3,3,11,384,849,213,IL24-1518,AL,120 g,849  ( AL--213 ),IL24-1518,B4i-26 Oat seed ~120 g
213,IL24-1518,24,1518,3,24,72,1,2,2,3,3,11,384,850,213,IL24-1518,IA,120 g,850  ( IA--213 ),IL24-1518,B4i-26 Oat seed ~120 g
213,IL24-1518,24,1518,3,24,72,1,2,2,3,3,11,384,851,213,IL24-1518,ND,120 g,851  ( ND--213 ),IL24-1518,B4i-26 Oat seed ~120 g
213,IL24-1518,24,1518,3,24,72,1,2,2,3,3,11,384,852,213,IL24-1518,NY,120 g,852  ( NY--213 ),IL24-1518,B4i-26 Oat seed ~120 g
214,IL24-362,24,362,2,24,48,1,2,2,2,1,8,312,853,214,IL24-362,AL,120 g,853  ( AL--214 ),IL24-362,B4i-26 Oat seed ~120 g
214,IL24-362,24,362,2,24,48,1,2,2,2,1,8,312,854,214,IL24-362,IA,120 g,854  ( IA--214 ),IL24-362,B4i-26 Oat seed ~120 g
214,IL24-362,24,362,2,24,48,1,2,2,2,1,8,312,855,214,IL24-362,ND,120 g,855  ( ND--214 ),IL24-362,B4i-26 Oat seed ~120 g
214,IL24-362,24,362,2,24,48,1,2,2,2,1,8,312,856,214,IL24-362,NY,120 g,856  ( NY--214 ),IL24-362,B4i-26 Oat seed ~120 g
215,IL24-2166,24,2166,2,24,48,2,1,2,1,2,8,312,857,215,IL24-2166,AL,120 g,857  ( AL--215 ),IL24-2166,B4i-26 Oat seed ~120 g
215,IL24-2166,24,2166,2,24,48,2,1,2,1,2,8,312,858,215,IL24-2166,IA,120 g,858  ( IA--215 ),IL24-2166,B4i-26 Oat seed ~120 g
215,IL24-2166,24,2166,2,24,48,2,1,2,1,2,8,312,859,215,IL24-2166,ND,120 g,859  ( ND--215 ),IL24-2166,B4i-26 Oat seed ~120 g
215,IL24-2166,24,2166,2,24,48,2,1,2,1,2,8,312,860,215,IL24-2166,NY,120 g,860  ( NY--215 ),IL24-2166,B4i-26 Oat seed ~120 g
216,IL24-2710,24,2710,2,24,48,1,2,1,1,1,6,264,861,216,IL24-2710,AL,120 g,861  ( AL--216 ),IL24-2710,B4i-26 Oat seed ~120 g
216,IL24-2710,24,2710,2,24,48,1,2,1,1,1,6,264,862,216,IL24-2710,IA,120 g,862  ( IA--216 ),IL24-2710,B4i-26 Oat seed ~120 g
216,IL24-2710,24,2710,2,24,48,1,2,1,1,1,6,264,863,216,IL24-2710,ND,120 g,863  ( ND--216 ),IL24-2710,B4i-26 Oat seed ~120 g
216,IL24-2710,24,2710,2,24,48,1,2,1,1,1,6,264,864,216,IL24-2710,NY,120 g,864  ( NY--216 ),IL24-2710,B4i-26 Oat seed ~120 g
217,IL24-2307,24,2307,2,24,48,2,0,1,1,1,5,240,865,217,IL24-2307,AL,120 g,865  ( AL--217 ),IL24-2307,B4i-26 Oat seed ~120 g
217,IL24-2307,24,2307,2,24,48,2,0,1,1,1,5,240,866,217,IL24-2307,IA,120 g,866  ( IA--217 ),IL24-2307,B4i-26 Oat seed ~120 g
217,IL24-2307,24,2307,2,24,48,2,0,1,1,1,5,240,867,217,IL24-2307,ND,120 g,867  ( ND--217 ),IL24-2307,B4i-26 Oat seed ~120 g
217,IL24-2307,24,2307,2,24,48,2,0,1,1,1,5,240,868,217,IL24-2307,NY,120 g,868  ( NY--217 ),IL24-2307,B4i-26 Oat seed ~120 g
218,IL24-173,24,173,2,24,48,2,1,0,0,2,5,240,869,218,IL24-173,AL,120 g,869  ( AL--218 ),IL24-173,B4i-26 Oat seed ~120 g
218,IL24-173,24,173,2,24,48,2,1,0,0,2,5,240,870,218,IL24-173,IA,120 g,870  ( IA--218 ),IL24-173,B4i-26 Oat seed ~120 g
218,IL24-173,24,173,2,24,48,2,1,0,0,2,5,240,871,218,IL24-173,ND,120 g,871  ( ND--218 ),IL24-173,B4i-26 Oat seed ~120 g
218,IL24-173,24,173,2,24,48,2,1,0,0,2,5,240,872,218,IL24-173,NY,120 g,872  ( NY--218 ),IL24-173,B4i-26 Oat seed ~120 g
219,IL24-1933,24,1933,1,24,24,1,1,1,1,1,5,240,873,219,IL24-1933,AL,120 g,873  ( AL--219 ),IL24-1933,B4i-26 Oat seed ~120 g
219,IL24-1933,24,1933,1,24,24,1,1,1,1,1,5,240,874,219,IL24-1933,IA,120 g,874  ( IA--219 ),IL24-1933,B4i-26 Oat seed ~120 g
219,IL24-1933,24,1933,1,24,24,1,1,1,1,1,5,240,875,219,IL24-1933,ND,120 g,875  ( ND--219 ),IL24-1933,B4i-26 Oat seed ~120 g
219,IL24-1933,24,1933,1,24,24,1,1,1,1,1,5,240,876,219,IL24-1933,NY,120 g,876  ( NY--219 ),IL24-1933,B4i-26 Oat seed ~120 g
220,IL24-2026,24,2026,3,24,72,3,3,3,2,3,14,456,877,220,IL24-2026,AL,120 g,877  ( AL--220 ),IL24-2026,B4i-26 Oat seed ~120 g
220,IL24-2026,24,2026,3,24,72,3,3,3,2,3,14,456,878,220,IL24-2026,IA,120 g,878  ( IA--220 ),IL24-2026,B4i-26 Oat seed ~120 g
220,IL24-2026,24,2026,3,24,72,3,3,3,2,3,14,456,879,220,IL24-2026,ND,120 g,879  ( ND--220 ),IL24-2026,B4i-26 Oat seed ~120 g
220,IL24-2026,24,2026,3,24,72,3,3,3,2,3,14,456,880,220,IL24-2026,NY,120 g,880  ( NY--220 ),IL24-2026,B4i-26 Oat seed ~120 g
221,IL24-5125,24,5125,2,24,48,2,1,2,2,2,9,336,881,221,IL24-5125,AL,120 g,881  ( AL--221 ),IL24-5125,B4i-26 Oat seed ~120 g
221,IL24-5125,24,5125,2,24,48,2,1,2,2,2,9,336,882,221,IL24-5125,IA,120 g,882  ( IA--221 ),IL24-5125,B4i-26 Oat seed ~120 g
221,IL24-5125,24,5125,2,24,48,2,1,2,2,2,9,336,883,221,IL24-5125,ND,120 g,883  ( ND--221 ),IL24-5125,B4i-26 Oat seed ~120 g
221,IL24-5125,24,5125,2,24,48,2,1,2,2,2,9,336,884,221,IL24-5125,NY,120 g,884  ( NY--221 ),IL24-5125,B4i-26 Oat seed ~120 g
222,IL24-618,24,618,1,24,24,1,1,1,1,1,5,240,885,222,IL24-618,AL,120 g,885  ( AL--222 ),IL24-618,B4i-26 Oat seed ~120 g
222,IL24-618,24,618,1,24,24,1,1,1,1,1,5,240,886,222,IL24-618,IA,120 g,886  ( IA--222 ),IL24-618,B4i-26 Oat seed ~120 g
222,IL24-618,24,618,1,24,24,1,1,1,1,1,5,240,887,222,IL24-618,ND,120 g,887  ( ND--222 ),IL24-618,B4i-26 Oat seed ~120 g
222,IL24-618,24,618,1,24,24,1,1,1,1,1,5,240,888,222,IL24-618,NY,120 g,888  ( NY--222 ),IL24-618,B4i-26 Oat seed ~120 g
223,IL24-6856,24,6856,3,24,72,2,1,2,3,2,10,360,889,223,IL24-6856,AL,120 g,889  ( AL--223 ),IL24-6856,B4i-26 Oat seed ~120 g
223,IL24-6856,24,6856,3,24,72,2,1,2,3,2,10,360,890,223,IL24-6856,IA,120 g,890  ( IA--223 ),IL24-6856,B4i-26 Oat seed ~120 g
223,IL24-6856,24,6856,3,24,72,2,1,2,3,2,10,360,891,223,IL24-6856,ND,120 g,891  ( ND--223 ),IL24-6856,B4i-26 Oat seed ~120 g
223,IL24-6856,24,6856,3,24,72,2,1,2,3,2,10,360,892,223,IL24-6856,NY,120 g,892  ( NY--223 ),IL24-6856,B4i-26 Oat seed ~120 g
224,IL15-2064,15,2064,1,24,24,1,0,1,1,0,3,192,893,224,IL15-2064,AL,120 g,893  ( AL--224 ),IL15-2064,B4i-26 Oat seed ~120 g
224,IL15-2064,15,2064,1,24,24,1,0,1,1,0,3,192,894,224,IL15-2064,IA,120 g,894  ( IA--224 ),IL15-2064,B4i-26 Oat seed ~120 g
224,IL15-2064,15,2064,1,24,24,1,0,1,1,0,3,192,895,224,IL15-2064,ND,120 g,895  ( ND--224 ),IL15-2064,B4i-26 Oat seed ~120 g
224,IL15-2064,15,2064,1,24,24,1,0,1,1,0,3,192,896,224,IL15-2064,NY,120 g,896  ( NY--224 ),IL15-2064,B4i-26 Oat seed ~120 g
225,IL17-1704,17,1704,1,24,24,0,1,0,0,0,1,144,897,225,IL17-1704,AL,120 g,897  ( AL--225 ),IL17-1704,B4i-26 Oat seed ~120 g
225,IL17-1704,17,1704,1,24,24,0,1,0,0,0,1,144,898,225,IL17-1704,IA,120 g,898  ( IA--225 ),IL17-1704,B4i-26 Oat seed ~120 g
225,IL17-1704,17,1704,1,24,24,0,1,0,0,0,1,144,899,225,IL17-1704,ND,120 g,899  ( ND--225 ),IL17-1704,B4i-26 Oat seed ~120 g
225,IL17-1704,17,1704,1,24,24,0,1,0,0,0,1,144,900,225,IL17-1704,NY,120 g,900  ( NY--225 ),IL17-1704,B4i-26 Oat seed ~120 g
226,IL19-1222,19,1222,1,24,24,1,1,1,1,1,5,240,901,226,IL19-1222,AL,120 g,901  ( AL--226 ),IL19-1222,B4i-26 Oat seed ~120 g
226,IL19-1222,19,1222,1,24,24,1,1,1,1,1,5,240,902,226,IL19-1222,IA,120 g,902  ( IA--226 ),IL19-1222,B4i-26 Oat seed ~120 g
226,IL19-1222,19,1222,1,24,24,1,1,1,1,1,5,240,903,226,IL19-1222,ND,120 g,903  ( ND--226 ),IL19-1222,B4i-26 Oat seed ~120 g
226,IL19-1222,19,1222,1,24,24,1,1,1,1,1,5,240,904,226,IL19-1222,NY,120 g,904  ( NY--226 ),IL19-1222,B4i-26 Oat seed ~120 g
227,IL19-2033,19,2033,2,24,48,0,2,0,0,1,3,192,905,227,IL19-2033,AL,120 g,905  ( AL--227 ),IL19-2033,B4i-26 Oat seed ~120 g
227,IL19-2033,19,2033,2,24,48,0,2,0,0,1,3,192,906,227,IL19-2033,IA,120 g,906  ( IA--227 ),IL19-2033,B4i-26 Oat seed ~120 g
227,IL19-2033,19,2033,2,24,48,0,2,0,0,1,3,192,907,227,IL19-2033,ND,120 g,907  ( ND--227 ),IL19-2033,B4i-26 Oat seed ~120 g
227,IL19-2033,19,2033,2,24,48,0,2,0,0,1,3,192,908,227,IL19-2033,NY,120 g,908  ( NY--227 ),IL19-2033,B4i-26 Oat seed ~120 g
228,IL19-3618,19,3618,1,24,24,0,0,0,1,1,2,168,909,228,IL19-3618,AL,120 g,909  ( AL--228 ),IL19-3618,B4i-26 Oat seed ~120 g
228,IL19-3618,19,3618,1,24,24,0,0,0,1,1,2,168,910,228,IL19-3618,IA,120 g,910  ( IA--228 ),IL19-3618,B4i-26 Oat seed ~120 g
228,IL19-3618,19,3618,1,24,24,0,0,0,1,1,2,168,911,228,IL19-3618,ND,120 g,911  ( ND--228 ),IL19-3618,B4i-26 Oat seed ~120 g
228,IL19-3618,19,3618,1,24,24,0,0,0,1,1,2,168,912,228,IL19-3618,NY,120 g,912  ( NY--228 ),IL19-3618,B4i-26 Oat seed ~120 g
229,IL19-4877,19,4877,2,24,48,0,0,2,0,1,3,192,913,229,IL19-4877,AL,120 g,913  ( AL--229 ),IL19-4877,B4i-26 Oat seed ~120 g
229,IL19-4877,19,4877,2,24,48,0,0,2,0,1,3,192,914,229,IL19-4877,IA,120 g,914  ( IA--229 ),IL19-4877,B4i-26 Oat seed ~120 g
229,IL19-4877,19,4877,2,24,48,0,0,2,0,1,3,192,915,229,IL19-4877,ND,120 g,915  ( ND--229 ),IL19-4877,B4i-26 Oat seed ~120 g
229,IL19-4877,19,4877,2,24,48,0,0,2,0,1,3,192,916,229,IL19-4877,NY,120 g,916  ( NY--229 ),IL19-4877,B4i-26 Oat seed ~120 g
230,IL19-7048,19,7048,1,24,24,0,0,1,0,0,1,144,917,230,IL19-7048,AL,120 g,917  ( AL--230 ),IL19-7048,B4i-26 Oat seed ~120 g
230,IL19-7048,19,7048,1,24,24,0,0,1,0,0,1,144,918,230,IL19-7048,IA,120 g,918  ( IA--230 ),IL19-7048,B4i-26 Oat seed ~120 g
230,IL19-7048,19,7048,1,24,24,0,0,1,0,0,1,144,919,230,IL19-7048,ND,120 g,919  ( ND--230 ),IL19-7048,B4i-26 Oat seed ~120 g
230,IL19-7048,19,7048,1,24,24,0,0,1,0,0,1,144,920,230,IL19-7048,NY,120 g,920  ( NY--230 ),IL19-7048,B4i-26 Oat seed ~120 g
231,IL20-5913,20,5913,1,24,24,1,1,1,1,0,4,216,921,231,IL20-5913,AL,120 g,921  ( AL--231 ),IL20-5913,B4i-26 Oat seed ~120 g
231,IL20-5913,20,5913,1,24,24,1,1,1,1,0,4,216,922,231,IL20-5913,IA,120 g,922  ( IA--231 ),IL20-5913,B4i-26 Oat seed ~120 g
231,IL20-5913,20,5913,1,24,24,1,1,1,1,0,4,216,923,231,IL20-5913,ND,120 g,923  ( ND--231 ),IL20-5913,B4i-26 Oat seed ~120 g
231,IL20-5913,20,5913,1,24,24,1,1,1,1,0,4,216,924,231,IL20-5913,NY,120 g,924  ( NY--231 ),IL20-5913,B4i-26 Oat seed ~120 g
232,IL20-6928,20,6928,1,24,24,1,1,1,0,1,4,216,925,232,IL20-6928,AL,120 g,925  ( AL--232 ),IL20-6928,B4i-26 Oat seed ~120 g
232,IL20-6928,20,6928,1,24,24,1,1,1,0,1,4,216,926,232,IL20-6928,IA,120 g,926  ( IA--232 ),IL20-6928,B4i-26 Oat seed ~120 g
232,IL20-6928,20,6928,1,24,24,1,1,1,0,1,4,216,927,232,IL20-6928,ND,120 g,927  ( ND--232 ),IL20-6928,B4i-26 Oat seed ~120 g
232,IL20-6928,20,6928,1,24,24,1,1,1,0,1,4,216,928,232,IL20-6928,NY,120 g,928  ( NY--232 ),IL20-6928,B4i-26 Oat seed ~120 g
233,IL20-8320,20,8320,1,24,24,1,1,1,0,0,3,192,929,233,IL20-8320,AL,120 g,929  ( AL--233 ),IL20-8320,B4i-26 Oat seed ~120 g
233,IL20-8320,20,8320,1,24,24,1,1,1,0,0,3,192,930,233,IL20-8320,IA,120 g,930  ( IA--233 ),IL20-8320,B4i-26 Oat seed ~120 g
233,IL20-8320,20,8320,1,24,24,1,1,1,0,0,3,192,931,233,IL20-8320,ND,120 g,931  ( ND--233 ),IL20-8320,B4i-26 Oat seed ~120 g
233,IL20-8320,20,8320,1,24,24,1,1,1,0,0,3,192,932,233,IL20-8320,NY,120 g,932  ( NY--233 ),IL20-8320,B4i-26 Oat seed ~120 g
234,IL21-3542,21,3542,1,24,24,1,1,0,0,0,2,168,933,234,IL21-3542,AL,120 g,933  ( AL--234 ),IL21-3542,B4i-26 Oat seed ~120 g
234,IL21-3542,21,3542,1,24,24,1,1,0,0,0,2,168,934,234,IL21-3542,IA,120 g,934  ( IA--234 ),IL21-3542,B4i-26 Oat seed ~120 g
234,IL21-3542,21,3542,1,24,24,1,1,0,0,0,2,168,935,234,IL21-3542,ND,120 g,935  ( ND--234 ),IL21-3542,B4i-26 Oat seed ~120 g
234,IL21-3542,21,3542,1,24,24,1,1,0,0,0,2,168,936,234,IL21-3542,NY,120 g,936  ( NY--234 ),IL21-3542,B4i-26 Oat seed ~120 g
235,IL21-5917,21,5917,1,24,24,1,0,1,1,0,3,192,937,235,IL21-5917,AL,120 g,937  ( AL--235 ),IL21-5917,B4i-26 Oat seed ~120 g
235,IL21-5917,21,5917,1,24,24,1,0,1,1,0,3,192,938,235,IL21-5917,IA,120 g,938  ( IA--235 ),IL21-5917,B4i-26 Oat seed ~120 g
235,IL21-5917,21,5917,1,24,24,1,0,1,1,0,3,192,939,235,IL21-5917,ND,120 g,939  ( ND--235 ),IL21-5917,B4i-26 Oat seed ~120 g
235,IL21-5917,21,5917,1,24,24,1,0,1,1,0,3,192,940,235,IL21-5917,NY,120 g,940  ( NY--235 ),IL21-5917,B4i-26 Oat seed ~120 g
236,IL22-251,22,251,2,24,48,2,1,1,2,1,7,288,941,236,IL22-251,AL,120 g,941  ( AL--236 ),IL22-251,B4i-26 Oat seed ~120 g
236,IL22-251,22,251,2,24,48,2,1,1,2,1,7,288,942,236,IL22-251,IA,120 g,942  ( IA--236 ),IL22-251,B4i-26 Oat seed ~120 g
236,IL22-251,22,251,2,24,48,2,1,1,2,1,7,288,943,236,IL22-251,ND,120 g,943  ( ND--236 ),IL22-251,B4i-26 Oat seed ~120 g
236,IL22-251,22,251,2,24,48,2,1,1,2,1,7,288,944,236,IL22-251,NY,120 g,944  ( NY--236 ),IL22-251,B4i-26 Oat seed ~120 g
237,IL22-1423,22,1423,1,24,24,1,1,1,0,1,4,216,945,237,IL22-1423,AL,120 g,945  ( AL--237 ),IL22-1423,B4i-26 Oat seed ~120 g
237,IL22-1423,22,1423,1,24,24,1,1,1,0,1,4,216,946,237,IL22-1423,IA,120 g,946  ( IA--237 ),IL22-1423,B4i-26 Oat seed ~120 g
237,IL22-1423,22,1423,1,24,24,1,1,1,0,1,4,216,947,237,IL22-1423,ND,120 g,947  ( ND--237 ),IL22-1423,B4i-26 Oat seed ~120 g
237,IL22-1423,22,1423,1,24,24,1,1,1,0,1,4,216,948,237,IL22-1423,NY,120 g,948  ( NY--237 ),IL22-1423,B4i-26 Oat seed ~120 g
238,IL22-2362,22,2362,1,24,24,1,0,0,1,0,2,168,949,238,IL22-2362,AL,120 g,949  ( AL--238 ),IL22-2362,B4i-26 Oat seed ~120 g
