X,location,oat_id,pea_id,combo,block_type,oat_total_plots,pea_total_plots,oat_used_plots,pea_used_plots,oat_plots_remaining,pea_plots_remaining,block,within_rep,row,col,plot_number,unit,gid,gid.no,row,col,rep,trt,block,plot,pedigree,crop,trial,location,year,design,field
901,IL,IL24-526,NDP250179Y,IL24-526+NDP250179Y,unique_new,159,14,9,7,150,7,1,NA,6,20,101,101,IL24-526+NDP250179Y,NA,3,21,1,NA,1,321,IL24-526+NDP250179Y,OatPea,iCrop,Urb,26,PR,M-7
902,IL,IL24-6528,NDP250344G,IL24-6528+NDP250344G,unique_new,140,13,10,7,130,6,1,NA,6,19,102,102,IL24-6528+NDP250344G,NA,3,22,1,NA,1,322,IL24-6528+NDP250344G,OatPea,iCrop,Urb,26,PR,M-7
903,IL,IL24-2673,NDP250345G,IL24-2673+NDP250345G,unique_new,135,14,12,11,123,3,1,NA,6,18,103,103,IL24-2673+NDP250345G,NA,3,23,1,NA,1,323,IL24-2673+NDP250345G,OatPea,iCrop,Urb,26,PR,M-7
904,IL,IL23-3826,NDP250107G,IL23-3826+NDP250107G,carryover,10,23,1,1,9,22,1,NA,6,17,104,104,IL23-3826+NDP250107G,NA,3,24,1,NA,1,324,IL23-3826+NDP250107G,OatPea,iCrop,Urb,26,PR,M-7
905,IL,IL24-975,NDP250222G,IL24-975+NDP250222G,unique_new,161,12,9,12,152,0,1,NA,6,16,105,105,IL24-975+NDP250222G,NA,3,25,1,NA,1,325,IL24-975+NDP250222G,OatPea,iCrop,Urb,26,PR,M-7
906,IL,IL24-324,NDP250217Y,IL24-324+NDP250217Y,within_env,146,27,7,9,139,18,1,1,6,15,106,106,IL24-324+NDP250217Y,NA,3,26,1,NA,1,326,IL24-324+NDP250217Y,OatPea,iCrop,Urb,26,PR,M-7
907,IL,IL24-155,NDP250374Y,IL24-155+NDP250374Y,unique_new,143,8,7,8,136,0,1,NA,6,14,107,107,IL24-155+NDP250374Y,NA,3,27,1,NA,1,327,IL24-155+NDP250374Y,OatPea,iCrop,Urb,26,PR,M-7
908,IL,IL24-8721,NDP250291Y,IL24-8721+NDP250291Y,unique_new,134,6,2,6,132,0,1,NA,6,13,108,108,IL24-8721+NDP250291Y,NA,3,28,1,NA,1,328,IL24-8721+NDP250291Y,OatPea,iCrop,Urb,26,PR,M-7
909,IL,IL15-2064,NDP250239G,IL15-2064+NDP250239G,unique_new,3,14,3,11,0,3,1,NA,6,12,109,109,IL15-2064+NDP250239G,NA,3,29,1,NA,1,329,IL15-2064+NDP250239G,OatPea,iCrop,Urb,26,PR,M-7
910,IL,IL24-7338,NDP250197Y,IL24-7338+NDP250197Y,unique_new,148,17,10,10,138,7,1,NA,6,11,110,110,IL24-7338+NDP250197Y,NA,3,30,1,NA,1,330,IL24-7338+NDP250197Y,OatPea,iCrop,Urb,26,PR,M-7
911,IL,IL24-3735,NDP250302G,IL24-3735+NDP250302G,between_env,117,8,18,8,99,0,1,NA,6,10,111,111,IL24-3735+NDP250302G,NA,3,31,1,NA,1,331,IL24-3735+NDP250302G,OatPea,iCrop,Urb,26,PR,M-7
912,IL,IL24-3949,NDP250258Y,IL24-3949+NDP250258Y,unique_new,147,22,9,13,138,9,1,NA,6,9,112,112,IL24-3949+NDP250258Y,NA,3,32,1,NA,1,332,IL24-3949+NDP250258Y,OatPea,iCrop,Urb,26,PR,M-7
913,IL,IL24-3816,NDP250215Y,IL24-3816+NDP250215Y,unique_new,148,24,13,15,135,9,1,NA,6,8,113,113,IL24-3816+NDP250215Y,NA,3,33,1,NA,1,333,IL24-3816+NDP250215Y,OatPea,iCrop,Urb,26,PR,M-7
914,IL,IL24-1518,NDP250352G,IL24-1518+NDP250352G,unique_new,124,11,11,6,113,5,1,NA,6,7,114,114,IL24-1518+NDP250352G,NA,3,34,1,NA,1,334,IL24-1518+NDP250352G,OatPea,iCrop,Urb,26,PR,M-7
915,IL,IL24-3060,NDP250350G,IL24-3060+NDP250350G,unique_new,145,15,7,10,138,5,1,NA,6,6,115,115,IL24-3060+NDP250350G,NA,3,35,1,NA,1,335,IL24-3060+NDP250350G,OatPea,iCrop,Urb,26,PR,M-7
916,IL,IL24-6856,NDP250272G,IL24-6856+NDP250272G,unique_new,133,11,10,11,123,0,1,NA,6,5,116,116,IL24-6856+NDP250272G,NA,3,36,1,NA,1,336,IL24-6856+NDP250272G,OatPea,iCrop,Urb,26,PR,M-7
917,IL,IL24-2525,NDP250373G,IL24-2525+NDP250373G,unique_new,148,8,7,8,141,0,1,NA,6,4,117,117,IL24-2525+NDP250373G,NA,3,37,1,NA,1,337,IL24-2525+NDP250373G,OatPea,iCrop,Urb,26,PR,M-7
918,IL,IL24-2405,NDP250259G,IL24-2405+NDP250259G,unique_new,140,29,7,7,133,22,1,NA,6,3,118,118,IL24-2405+NDP250259G,NA,3,38,1,NA,1,338,IL24-2405+NDP250259G,OatPea,iCrop,Urb,26,PR,M-7
919,IL,IL24-7905,NDP250274G,IL24-7905+NDP250274G,unique_new,134,15,6,8,128,7,1,NA,6,2,119,119,IL24-7905+NDP250274G,NA,3,39,1,NA,1,339,IL24-7905+NDP250274G,OatPea,iCrop,Urb,26,PR,M-7
920,IL,IL24-5359,NDP250340G,IL24-5359+NDP250340G,unique_new,146,16,2,9,144,7,1,NA,6,1,120,120,IL24-5359+NDP250340G,NA,3,40,1,NA,1,340,IL24-5359+NDP250340G,OatPea,iCrop,Urb,26,PR,M-7
921,IL,IL24-2317,NDP250223G,IL24-2317+NDP250223G,unique_new,145,16,14,10,131,6,1,NA,7,1,121,121,IL24-2317+NDP250223G,NA,4,40,1,NA,1,401,IL24-2317+NDP250223G,OatPea,iCrop,Urb,26,PR,M-7
922,IL,IL24-6742,NDP250318Y,IL24-6742+NDP250318Y,unique_new,137,16,10,9,127,7,1,NA,7,2,122,122,IL24-6742+NDP250318Y,NA,4,39,1,NA,1,402,IL24-6742+NDP250318Y,OatPea,iCrop,Urb,26,PR,M-7
923,IL,IL24-2405,NDP250194Y,IL24-2405+NDP250194Y,unique_new,140,26,7,10,133,16,1,NA,7,3,123,123,IL24-2405+NDP250194Y,NA,4,38,1,NA,1,403,IL24-2405+NDP250194Y,OatPea,iCrop,Urb,26,PR,M-7
924,IL,IL23-4835,NDP250048Y,IL23-4835+NDP250048Y,carryover,10,32,2,5,8,27,1,NA,7,4,124,124,IL23-4835+NDP250048Y,NA,4,37,1,NA,1,404,IL23-4835+NDP250048Y,OatPea,iCrop,Urb,26,PR,M-7
925,IL,IL24-2525,NDP250210G,IL24-2525+NDP250210G,unique_new,148,9,7,9,141,0,1,NA,7,5,125,125,IL24-2525+NDP250210G,NA,4,36,1,NA,1,405,IL24-2525+NDP250210G,OatPea,iCrop,Urb,26,PR,M-7
926,IL,IL24-3031,NDP170004G,IL24-3031+NDP170004G,unique_new,143,19,6,8,137,11,1,NA,7,6,126,126,IL24-3031+NDP170004G,NA,4,35,1,NA,1,406,IL24-3031+NDP170004G,OatPea,iCrop,Urb,26,PR,M-7
927,IL,IL24-378,NDP250349G,IL24-378+NDP250349G,within_env,135,13,15,6,120,7,1,1,7,7,127,127,IL24-378+NDP250349G,NA,4,34,1,NA,1,407,IL24-378+NDP250349G,OatPea,iCrop,Urb,26,PR,M-7
928,IL,IL24-7829,NDP250347G,IL24-7829+NDP250347G,unique_new,162,11,14,9,148,2,1,NA,7,8,128,128,IL24-7829+NDP250347G,NA,4,33,1,NA,1,408,IL24-7829+NDP250347G,OatPea,iCrop,Urb,26,PR,M-7
929,IL,IL24-4117,NDP250148G,IL24-4117+NDP250148G,unique_new,137,13,9,4,128,9,1,NA,7,9,129,129,IL24-4117+NDP250148G,NA,4,32,1,NA,1,409,IL24-4117+NDP250148G,OatPea,iCrop,Urb,26,PR,M-7
930,IL,IL22-1423,NDP250136G,IL22-1423+NDP250136G,carryover,10,24,4,1,6,23,1,NA,7,10,130,130,IL22-1423+NDP250136G,NA,4,31,1,NA,1,410,IL22-1423+NDP250136G,OatPea,iCrop,Urb,26,PR,M-7
931,IL,IL24-1553,NDP250357G,IL24-1553+NDP250357G,within_env,126,8,10,7,116,1,1,1,7,11,131,131,IL24-1553+NDP250357G,NA,4,30,1,NA,1,411,IL24-1553+NDP250357G,OatPea,iCrop,Urb,26,PR,M-7
932,IL,IL24-7337,NDP250333G,IL24-7337+NDP250333G,between_env,166,9,14,9,152,0,1,NA,7,12,132,132,IL24-7337+NDP250333G,NA,4,29,1,NA,1,412,IL24-7337+NDP250333G,OatPea,iCrop,Urb,26,PR,M-7
933,IL,IL24-8738,NDP250332G,IL24-8738+NDP250332G,unique_new,151,13,11,10,140,3,1,NA,7,13,133,133,IL24-8738+NDP250332G,NA,4,28,1,NA,1,413,IL24-8738+NDP250332G,OatPea,iCrop,Urb,26,PR,M-7
934,IL,IL24-1716,NDP250274G,IL24-1716+NDP250274G,unique_new,161,15,15,8,146,7,1,NA,7,14,134,134,IL24-1716+NDP250274G,NA,4,27,1,NA,1,414,IL24-1716+NDP250274G,OatPea,iCrop,Urb,26,PR,M-7
935,IL,IL24-6217,NDP250284G,IL24-6217+NDP250284G,unique_new,140,23,4,6,136,17,1,NA,7,15,135,135,IL24-6217+NDP250284G,NA,4,26,1,NA,1,415,IL24-6217+NDP250284G,OatPea,iCrop,Urb,26,PR,M-7
936,IL,IL24-3968,NDP250196Y,IL24-3968+NDP250196Y,unique_new,132,17,11,7,121,10,1,NA,7,16,136,136,IL24-3968+NDP250196Y,NA,4,25,1,NA,1,416,IL24-3968+NDP250196Y,OatPea,iCrop,Urb,26,PR,M-7
937,IL,IL24-2512,NDP250241G,IL24-2512+NDP250241G,between_env,139,14,15,12,124,2,1,NA,7,17,137,137,IL24-2512+NDP250241G,NA,4,24,1,NA,1,417,IL24-2512+NDP250241G,OatPea,iCrop,Urb,26,PR,M-7
938,IL,IL24-6547,NDP250281G,IL24-6547+NDP250281G,unique_new,150,20,8,6,142,14,1,NA,7,18,138,138,IL24-6547+NDP250281G,NA,4,23,1,NA,1,418,IL24-6547+NDP250281G,OatPea,iCrop,Urb,26,PR,M-7
939,IL,IL24-6742,NDP250257Y,IL24-6742+NDP250257Y,unique_new,137,24,10,14,127,10,1,NA,7,19,139,139,IL24-6742+NDP250257Y,NA,4,22,1,NA,1,419,IL24-6742+NDP250257Y,OatPea,iCrop,Urb,26,PR,M-7
940,IL,IL24-6735,NDP250239G,IL24-6735+NDP250239G,unique_new,167,14,20,11,147,3,1,NA,7,20,140,140,IL24-6735+NDP250239G,NA,4,21,1,NA,1,420,IL24-6735+NDP250239G,OatPea,iCrop,Urb,26,PR,M-7
941,IL,IL24-2967,NDP250279G,IL24-2967+NDP250279G,between_env,139,15,14,15,125,0,1,NA,8,20,141,141,IL24-2967+NDP250279G,NA,4,20,1,NA,1,421,IL24-2967+NDP250279G,OatPea,iCrop,Urb,26,PR,M-7
942,IL,IL24-1836,NDP250283G,IL24-1836+NDP250283G,unique_new,149,8,8,8,141,0,1,NA,8,19,142,142,IL24-1836+NDP250283G,NA,4,19,1,NA,1,422,IL24-1836+NDP250283G,OatPea,iCrop,Urb,26,PR,M-7
943,IL,IL24-7705,NDP250294Y,IL24-7705+NDP250294Y,between_env,142,10,19,10,123,0,1,NA,8,18,143,143,IL24-7705+NDP250294Y,NA,4,18,1,NA,1,423,IL24-7705+NDP250294Y,OatPea,iCrop,Urb,26,PR,M-7
944,IL,IL24-6735,NDP250252Y,IL24-6735+NDP250252Y,between_env,167,22,20,8,147,14,1,NA,8,17,144,144,IL24-6735+NDP250252Y,NA,4,17,1,NA,1,424,IL24-6735+NDP250252Y,OatPea,iCrop,Urb,26,PR,M-7
945,IL,IL24-4634,NDP180078G,IL24-4634+NDP180078G,unique_new,167,9,14,7,153,2,1,NA,8,16,145,145,IL24-4634+NDP180078G,NA,4,16,1,NA,1,425,IL24-4634+NDP180078G,OatPea,iCrop,Urb,26,PR,M-7
946,IL,IL23-1651,NDP250177Y,IL23-1651+NDP250177Y,carryover,10,31,1,3,9,28,1,NA,8,15,146,146,IL23-1651+NDP250177Y,NA,4,15,1,NA,1,426,IL23-1651+NDP250177Y,OatPea,iCrop,Urb,26,PR,M-7
947,IL,IL24-2967,NDP250380G,IL24-2967+NDP250380G,unique_new,139,16,14,10,125,6,1,NA,8,14,147,147,IL24-2967+NDP250380G,NA,4,14,1,NA,1,427,IL24-2967+NDP250380G,OatPea,iCrop,Urb,26,PR,M-7
948,IL,IL24-2705,NDP250266G,IL24-2705+NDP250266G,unique_new,135,23,15,6,120,17,1,NA,8,13,148,148,IL24-2705+NDP250266G,NA,4,13,1,NA,1,428,IL24-2705+NDP250266G,OatPea,iCrop,Urb,26,PR,M-7
949,IL,IL24-7561,NDP250382G,IL24-7561+NDP250382G,unique_new,142,8,6,5,136,3,1,NA,8,12,149,149,IL24-7561+NDP250382G,NA,4,12,1,NA,1,429,IL24-7561+NDP250382G,OatPea,iCrop,Urb,26,PR,M-7
950,IL,IL24-7325,NDP250306G,IL24-7325+NDP250306G,unique_new,135,14,12,5,123,9,1,NA,8,11,150,150,IL24-7325+NDP250306G,NA,4,11,1,NA,1,430,IL24-7325+NDP250306G,OatPea,iCrop,Urb,26,PR,M-7
951,IL,IL24-1774,NDP250251Y,IL24-1774+NDP250251Y,unique_new,136,20,7,12,129,8,1,NA,8,10,151,151,IL24-1774+NDP250251Y,NA,4,10,1,NA,1,431,IL24-1774+NDP250251Y,OatPea,iCrop,Urb,26,PR,M-7
952,IL,IL24-2026,NDP250257Y,IL24-2026+NDP250257Y,unique_new,154,24,14,14,140,10,1,NA,8,9,152,152,IL24-2026+NDP250257Y,NA,4,9,1,NA,1,432,IL24-2026+NDP250257Y,OatPea,iCrop,Urb,26,PR,M-7
953,IL,IL24-8612,NDP250254Y,IL24-8612+NDP250254Y,unique_new,125,34,9,13,116,21,1,NA,8,8,153,153,IL24-8612+NDP250254Y,NA,4,8,1,NA,1,433,IL24-8612+NDP250254Y,OatPea,iCrop,Urb,26,PR,M-7
954,IL,IL24-8437,NDP250317Y,IL24-8437+NDP250317Y,unique_new,138,10,13,8,125,2,1,NA,8,7,154,154,IL24-8437+NDP250317Y,NA,4,7,1,NA,1,434,IL24-8437+NDP250317Y,OatPea,iCrop,Urb,26,PR,M-7
955,IL,IL24-2333,NDP250292Y,IL24-2333+NDP250292Y,within_env,155,10,10,10,145,0,1,1,8,6,155,155,IL24-2333+NDP250292Y,NA,4,6,1,NA,1,435,IL24-2333+NDP250292Y,OatPea,iCrop,Urb,26,PR,M-7
956,IL,IL24-3021,NDP250312G,IL24-3021+NDP250312G,unique_new,140,11,10,10,130,1,1,NA,8,5,156,156,IL24-3021+NDP250312G,NA,4,5,1,NA,1,436,IL24-3021+NDP250312G,OatPea,iCrop,Urb,26,PR,M-7
957,IL,IL24-1716,NDP250190Y,IL24-1716+NDP250190Y,unique_new,161,24,15,11,146,13,1,NA,8,4,157,157,IL24-1716+NDP250190Y,NA,4,4,1,NA,1,437,IL24-1716+NDP250190Y,OatPea,iCrop,Urb,26,PR,M-7
958,IL,IL24-8153,NDP250217Y,IL24-8153+NDP250217Y,within_env,138,27,10,9,128,18,1,1,8,3,158,158,IL24-8153+NDP250217Y,NA,4,3,1,NA,1,438,IL24-8153+NDP250217Y,OatPea,iCrop,Urb,26,PR,M-7
959,IL,IL24-6977,NDP250351G,IL24-6977+NDP250351G,between_env,145,7,14,7,131,0,1,NA,8,2,159,159,IL24-6977+NDP250351G,NA,4,2,1,NA,1,439,IL24-6977+NDP250351G,OatPea,iCrop,Urb,26,PR,M-7
960,IL,IL24-5446,NDP250345G,IL24-5446+NDP250345G,unique_new,155,14,14,11,141,3,1,NA,8,1,160,160,IL24-5446+NDP250345G,NA,4,1,1,NA,1,440,IL24-5446+NDP250345G,OatPea,iCrop,Urb,26,PR,M-7
961,IL,IL19-7048,NDP250076Y,IL19-7048+NDP250076Y,carryover,10,43,1,4,9,39,1,NA,9,1,161,161,IL19-7048+NDP250076Y,NA,5,1,1,NA,1,501,IL19-7048+NDP250076Y,OatPea,iCrop,Urb,26,PR,M-7
962,IL,IL24-3846,NDP250002G,IL24-3846+NDP250002G,unique_new,159,18,8,13,151,5,1,NA,9,2,162,162,IL24-3846+NDP250002G,NA,5,2,1,NA,1,502,IL24-3846+NDP250002G,OatPea,iCrop,Urb,26,PR,M-7
963,IL,IL24-6278,NDP250010Y,IL24-6278+NDP250010Y,unique_new,129,20,8,6,121,14,1,NA,9,3,163,163,IL24-6278+NDP250010Y,NA,5,3,1,NA,1,503,IL24-6278+NDP250010Y,OatPea,iCrop,Urb,26,PR,M-7
964,IL,IL24-8437,ARCADIA,IL24-8437+ARCADIA,unique_new,138,25,13,7,125,18,1,NA,9,4,164,164,IL24-8437+ARCADIA,NA,5,4,1,NA,1,504,IL24-8437+ARCADIA,OatPea,iCrop,Urb,26,PR,M-7
965,IL,IL22-2961,NDP250108G,IL22-2961+NDP250108G,carryover,10,12,3,1,7,11,1,NA,9,5,165,165,IL22-2961+NDP250108G,NA,5,5,1,NA,1,505,IL22-2961+NDP250108G,OatPea,iCrop,Urb,26,PR,M-7
966,IL,IL24-6747,NDP250377G,IL24-6747+NDP250377G,within_env,143,11,9,10,134,1,1,1,9,6,166,166,IL24-6747+NDP250377G,NA,5,6,1,NA,1,506,IL24-6747+NDP250377G,OatPea,iCrop,Urb,26,PR,M-7
967,IL,IL24-3574,NDP250015G,IL24-3574+NDP250015G,unique_new,152,31,7,10,145,21,1,NA,9,7,167,167,IL24-3574+NDP250015G,NA,5,7,1,NA,1,507,IL24-3574+NDP250015G,OatPea,iCrop,Urb,26,PR,M-7
968,IL,IL24-7474,NDP250313G,IL24-7474+NDP250313G,unique_new,145,12,18,8,127,4,1,NA,9,8,168,168,IL24-7474+NDP250313G,NA,5,8,1,NA,1,508,IL24-7474+NDP250313G,OatPea,iCrop,Urb,26,PR,M-7
969,IL,IL24-2309,NDP250354G,IL24-2309+NDP250354G,unique_new,149,7,7,7,142,0,1,NA,9,9,169,169,IL24-2309+NDP250354G,NA,5,9,1,NA,1,509,IL24-2309+NDP250354G,OatPea,iCrop,Urb,26,PR,M-7
970,IL,IL24-6624,NDP250327G,IL24-6624+NDP250327G,unique_new,133,13,10,7,123,6,1,NA,9,10,170,170,IL24-6624+NDP250327G,NA,5,10,1,NA,1,510,IL24-6624+NDP250327G,OatPea,iCrop,Urb,26,PR,M-7
971,IL,IL24-3327,NDP250020G,IL24-3327+NDP250020G,unique_new,132,21,6,14,126,7,1,NA,9,11,171,171,IL24-3327+NDP250020G,NA,5,11,1,NA,1,511,IL24-3327+NDP250020G,OatPea,iCrop,Urb,26,PR,M-7
972,IL,IL24-7476,NDP250253Y,IL24-7476+NDP250253Y,unique_new,141,21,5,7,136,14,1,NA,9,12,172,172,IL24-7476+NDP250253Y,NA,5,12,1,NA,1,512,IL24-7476+NDP250253Y,OatPea,iCrop,Urb,26,PR,M-7
973,IL,IL24-7461,NDP250240G,IL24-7461+NDP250240G,unique_new,150,17,3,15,147,2,1,NA,9,13,173,173,IL24-7461+NDP250240G,NA,5,13,1,NA,1,513,IL24-7461+NDP250240G,OatPea,iCrop,Urb,26,PR,M-7
974,IL,IL24-4061,NDP250280G,IL24-4061+NDP250280G,unique_new,138,14,6,14,132,0,1,NA,9,14,174,174,IL24-4061+NDP250280G,NA,5,14,1,NA,1,514,IL24-4061+NDP250280G,OatPea,iCrop,Urb,26,PR,M-7
975,IL,IL24-7705,NDP250368G,IL24-7705+NDP250368G,between_env,142,7,19,7,123,0,1,NA,9,15,175,175,IL24-7705+NDP250368G,NA,5,15,1,NA,1,515,IL24-7705+NDP250368G,OatPea,iCrop,Urb,26,PR,M-7
976,IL,IL24-6522,NDP250238G,IL24-6522+NDP250238G,unique_new,150,20,10,9,140,11,1,NA,9,16,176,176,IL24-6522+NDP250238G,NA,5,16,1,NA,1,516,IL24-6522+NDP250238G,OatPea,iCrop,Urb,26,PR,M-7
977,IL,IL24-115,NDP250298G,IL24-115+NDP250298G,unique_new,118,11,8,8,110,3,1,NA,9,17,177,177,IL24-115+NDP250298G,NA,5,17,1,NA,1,517,IL24-115+NDP250298G,OatPea,iCrop,Urb,26,PR,M-7
978,IL,IL23-247,NDP150338Y,IL23-247+NDP150338Y,carryover,10,16,4,4,6,12,1,NA,9,18,178,178,IL23-247+NDP150338Y,NA,5,18,1,NA,1,518,IL23-247+NDP150338Y,OatPea,iCrop,Urb,26,PR,M-7
979,IL,IL24-7306,NDP250237G,IL24-7306+NDP250237G,unique_new,153,27,11,13,142,14,1,NA,9,19,179,179,IL24-7306+NDP250237G,NA,5,19,1,NA,1,519,IL24-7306+NDP250237G,OatPea,iCrop,Urb,26,PR,M-7
980,IL,IL24-1647,NDP250025Y,IL24-1647+NDP250025Y,unique_new,151,17,8,12,143,5,1,NA,9,20,180,180,IL24-1647+NDP250025Y,NA,5,20,1,NA,1,520,IL24-1647+NDP250025Y,OatPea,iCrop,Urb,26,PR,M-7
981,IL,IL24-8746,NDP250024Y,IL24-8746+NDP250024Y,unique_new,150,23,7,6,143,17,1,NA,10,20,181,181,IL24-8746+NDP250024Y,NA,5,21,1,NA,1,521,IL24-8746+NDP250024Y,OatPea,iCrop,Urb,26,PR,M-7
982,IL,IL24-3207,NDP250360G,IL24-3207+NDP250360G,unique_new,130,14,7,7,123,7,1,NA,10,19,182,182,IL24-3207+NDP250360G,NA,5,22,1,NA,1,522,IL24-3207+NDP250360G,OatPea,iCrop,Urb,26,PR,M-7
983,IL,IL24-7338,NDP250374Y,IL24-7338+NDP250374Y,between_env,148,8,10,8,138,0,1,NA,10,18,183,183,IL24-7338+NDP250374Y,NA,5,23,1,NA,1,523,IL24-7338+NDP250374Y,OatPea,iCrop,Urb,26,PR,M-7
984,IL,IL24-3017,NDP250020G,IL24-3017+NDP250020G,between_env,137,21,13,14,124,7,1,NA,10,17,184,184,IL24-3017+NDP250020G,NA,5,24,1,NA,1,524,IL24-3017+NDP250020G,OatPea,iCrop,Urb,26,PR,M-7
985,IL,IL24-5350,NDP250329G,IL24-5350+NDP250329G,within_env,147,15,4,8,143,7,1,1,10,16,185,185,IL24-5350+NDP250329G,NA,5,25,1,NA,1,525,IL24-5350+NDP250329G,OatPea,iCrop,Urb,26,PR,M-7
986,IL,IL24-6560,NDP250316Y,IL24-6560+NDP250316Y,unique_new,147,16,11,16,136,0,1,NA,10,15,186,186,IL24-6560+NDP250316Y,NA,5,26,1,NA,1,526,IL24-6560+NDP250316Y,OatPea,iCrop,Urb,26,PR,M-7
987,IL,IL24-2317,NDP250325G,IL24-2317+NDP250325G,between_env,145,16,14,16,131,0,1,NA,10,14,187,187,IL24-2317+NDP250325G,NA,5,27,1,NA,1,527,IL24-2317+NDP250325G,OatPea,iCrop,Urb,26,PR,M-7
988,IL,IL24-3266,NDP250312G,IL24-3266+NDP250312G,unique_new,141,11,6,10,135,1,1,NA,10,13,188,188,IL24-3266+NDP250312G,NA,5,28,1,NA,1,528,IL24-3266+NDP250312G,OatPea,iCrop,Urb,26,PR,M-7
989,IL,IL24-823,NDP250295Y,IL24-823+NDP250295Y,unique_new,154,16,6,9,148,7,1,NA,10,12,189,189,IL24-823+NDP250295Y,NA,5,29,1,NA,1,529,IL24-823+NDP250295Y,OatPea,iCrop,Urb,26,PR,M-7
990,IL,IL24-3735,NDP250009Y,IL24-3735+NDP250009Y,unique_new,117,22,18,9,99,13,1,NA,10,11,190,190,IL24-3735+NDP250009Y,NA,5,30,1,NA,1,530,IL24-3735+NDP250009Y,OatPea,iCrop,Urb,26,PR,M-7
991,IL,IL24-3021,NDP250119G,IL24-3021+NDP250119G,unique_new,140,49,10,9,130,40,1,NA,10,10,191,191,IL24-3021+NDP250119G,NA,5,31,1,NA,1,531,IL24-3021+NDP250119G,OatPea,iCrop,Urb,26,PR,M-7
992,IL,IL24-3213,NDP250339G,IL24-3213+NDP250339G,unique_new,134,9,8,9,126,0,1,NA,10,9,192,192,IL24-3213+NDP250339G,NA,5,32,1,NA,1,532,IL24-3213+NDP250339G,OatPea,iCrop,Urb,26,PR,M-7
993,IL,IL24-1207,NDP250237G,IL24-1207+NDP250237G,within_env,138,27,11,13,127,14,1,1,10,8,193,193,IL24-1207+NDP250237G,NA,5,33,1,NA,1,533,IL24-1207+NDP250237G,OatPea,iCrop,Urb,26,PR,M-7
994,IL,IL24-5877,NDP250250Y,IL24-5877+NDP250250Y,unique_new,140,15,7,8,133,7,1,NA,10,7,194,194,IL24-5877+NDP250250Y,NA,5,34,1,NA,1,534,IL24-5877+NDP250250Y,OatPea,iCrop,Urb,26,PR,M-7
995,IL,IL24-4767,NDP250380G,IL24-4767+NDP250380G,unique_new,132,16,10,10,122,6,1,NA,10,6,195,195,IL24-4767+NDP250380G,NA,5,35,1,NA,1,535,IL24-4767+NDP250380G,OatPea,iCrop,Urb,26,PR,M-7
996,IL,IL24-6455,NDP250253Y,IL24-6455+NDP250253Y,unique_new,141,21,10,7,131,14,1,NA,10,5,196,196,IL24-6455+NDP250253Y,NA,5,36,1,NA,1,536,IL24-6455+NDP250253Y,OatPea,iCrop,Urb,26,PR,M-7
997,IL,IL24-3841,CDC AMARILLO,IL24-3841+CDC AMARILLO,unique_new,166,25,6,3,160,22,1,NA,10,4,197,197,IL24-3841+CDC AMARILLO,NA,5,37,1,NA,1,537,IL24-3841+CDC AMARILLO,OatPea,iCrop,Urb,26,PR,M-7
998,IL,IL24-2715,NDP250020G,IL24-2715+NDP250020G,unique_new,125,21,14,14,111,7,1,NA,10,3,198,198,IL24-2715+NDP250020G,NA,5,38,1,NA,1,538,IL24-2715+NDP250020G,OatPea,iCrop,Urb,26,PR,M-7
999,IL,IL24-2959,NDP250295Y,IL24-2959+NDP250295Y,unique_new,132,16,7,9,125,7,1,NA,10,2,199,199,IL24-2959+NDP250295Y,NA,5,39,1,NA,1,539,IL24-2959+NDP250295Y,OatPea,iCrop,Urb,26,PR,M-7
1000,IL,IL24-2553,NDP180030G,IL24-2553+NDP180030G,between_env,152,19,12,13,140,6,1,NA,10,1,200,200,IL24-2553+NDP180030G,NA,5,40,1,NA,1,540,IL24-2553+NDP180030G,OatPea,iCrop,Urb,26,PR,M-7
1001,IL,IL24-3578,NDP250165Y,IL24-3578+NDP250165Y,unique_new,147,23,12,9,135,14,2,NA,11,1,201,201,IL24-3578+NDP250165Y,NA,6,40,1,NA,2,601,IL24-3578+NDP250165Y,OatPea,iCrop,Urb,26,PR,M-7
1002,IL,IL24-8560,NDP250352G,IL24-8560+NDP250352G,unique_new,129,11,6,6,123,5,2,NA,11,2,202,202,IL24-8560+NDP250352G,NA,6,39,1,NA,2,602,IL24-8560+NDP250352G,OatPea,iCrop,Urb,26,PR,M-7
1003,IL,IL24-1521,NDP250229G,IL24-1521+NDP250229G,unique_new,151,31,4,9,147,22,2,NA,11,3,203,203,IL24-1521+NDP250229G,NA,6,38,1,NA,2,603,IL24-1521+NDP250229G,OatPea,iCrop,Urb,26,PR,M-7
1004,IL,IL24-2010,NDP250199Y,IL24-2010+NDP250199Y,network_seed,166,31,15,15,151,16,2,NA,11,4,204,204,IL24-2010+NDP250199Y,NA,6,37,1,NA,2,604,IL24-2010+NDP250199Y,OatPea,iCrop,Urb,26,PR,M-7
1005,IL,IL24-7538,NDP250255Y,IL24-7538+NDP250255Y,unique_new,161,23,9,10,152,13,2,NA,11,5,205,205,IL24-7538+NDP250255Y,NA,6,36,1,NA,2,605,IL24-7538+NDP250255Y,OatPea,iCrop,Urb,26,PR,M-7
