X,location,oat_id,pea_id,combo,block_type,oat_total_plots,pea_total_plots,oat_used_plots,pea_used_plots,oat_plots_remaining,pea_plots_remaining,block,within_rep,row,col,plot_number,unit,gid,gid.no,row,col,rep,trt,block,plot,pedigree,crop,trial,location,year,design,field
1006,IL,IL24-428,NDP180105Y,IL24-428+NDP180105Y,unique_new,146,22,4,12,142,10,2,NA,11,6,206,206,IL24-428+NDP180105Y,NA,6,35,1,NA,2,606,IL24-428+NDP180105Y,OatPea,iCrop,Urb,26,PR,M-7
1007,IL,IL24-7474,NDP250200Y,IL24-7474+NDP250200Y,unique_new,145,16,18,7,127,9,2,NA,11,7,207,207,IL24-7474+NDP250200Y,NA,6,34,1,NA,2,607,IL24-7474+NDP250200Y,OatPea,iCrop,Urb,26,PR,M-7
1008,IL,IL24-5271,NDP180042G,IL24-5271+NDP180042G,within_env,154,14,4,14,150,0,2,2,11,8,208,208,IL24-5271+NDP180042G,NA,6,33,1,NA,2,608,IL24-5271+NDP180042G,OatPea,iCrop,Urb,26,PR,M-7
1009,IL,IL23-1462,NDP250141G,IL23-1462+NDP250141G,carryover,10,24,8,4,2,20,2,NA,11,9,209,209,IL23-1462+NDP250141G,NA,6,32,1,NA,2,609,IL23-1462+NDP250141G,OatPea,iCrop,Urb,26,PR,M-7
1010,IL,IL24-8149,NDP250332G,IL24-8149+NDP250332G,unique_new,138,13,6,10,132,3,2,NA,11,10,210,210,IL24-8149+NDP250332G,NA,6,31,1,NA,2,610,IL24-8149+NDP250332G,OatPea,iCrop,Urb,26,PR,M-7
1011,IL,IL24-2373,NDP250248G,IL24-2373+NDP250248G,unique_new,148,31,8,7,140,24,2,NA,11,11,211,211,IL24-2373+NDP250248G,NA,6,30,1,NA,2,611,IL24-2373+NDP250248G,OatPea,iCrop,Urb,26,PR,M-7
1012,IL,IL24-3735,CDC INCA,IL24-3735+CDC INCA,unique_new,117,25,18,9,99,16,2,NA,11,12,212,212,IL24-3735+CDC INCA,NA,6,29,1,NA,2,612,IL24-3735+CDC INCA,OatPea,iCrop,Urb,26,PR,M-7
1013,IL,IL24-2317,NDP250159Y,IL24-2317+NDP250159Y,unique_new,145,27,14,10,131,17,2,NA,11,13,213,213,IL24-2317+NDP250159Y,NA,6,28,1,NA,2,613,IL24-2317+NDP250159Y,OatPea,iCrop,Urb,26,PR,M-7
1014,IL,IL24-3813,NDP250301G,IL24-3813+NDP250301G,unique_new,133,20,15,10,118,10,2,NA,11,14,214,214,IL24-3813+NDP250301G,NA,6,27,1,NA,2,614,IL24-3813+NDP250301G,OatPea,iCrop,Urb,26,PR,M-7
1015,IL,IL24-2307,NDP250167Y,IL24-2307+NDP250167Y,unique_new,140,24,5,8,135,16,2,NA,11,15,215,215,IL24-2307+NDP250167Y,NA,6,26,1,NA,2,615,IL24-2307+NDP250167Y,OatPea,iCrop,Urb,26,PR,M-7
1016,IL,IL24-3060,NDP250227G,IL24-3060+NDP250227G,unique_new,145,20,7,11,138,9,2,NA,11,16,216,216,IL24-3060+NDP250227G,NA,6,25,1,NA,2,616,IL24-3060+NDP250227G,OatPea,iCrop,Urb,26,PR,M-7
1017,IL,IL24-7458,NDP250201Y,IL24-7458+NDP250201Y,within_env,159,22,10,9,149,13,2,2,11,17,217,217,IL24-7458+NDP250201Y,NA,6,24,1,NA,2,617,IL24-7458+NDP250201Y,OatPea,iCrop,Urb,26,PR,M-7
1018,IL,IL24-3862,NDP250224G,IL24-3862+NDP250224G,unique_new,152,19,4,13,148,6,2,NA,11,18,218,218,IL24-3862+NDP250224G,NA,6,23,1,NA,2,618,IL24-3862+NDP250224G,OatPea,iCrop,Urb,26,PR,M-7
1019,IL,IL24-5517,NDP250271G,IL24-5517+NDP250271G,unique_new,139,15,9,9,130,6,2,NA,11,19,219,219,IL24-5517+NDP250271G,NA,6,22,1,NA,2,619,IL24-5517+NDP250271G,OatPea,iCrop,Urb,26,PR,M-7
1020,IL,IL24-5517,NDP250204Y,IL24-5517+NDP250204Y,unique_new,139,29,9,11,130,18,2,NA,11,20,220,220,IL24-5517+NDP250204Y,NA,6,21,1,NA,2,620,IL24-5517+NDP250204Y,OatPea,iCrop,Urb,26,PR,M-7
1021,IL,IL24-4767,NDP250252Y,IL24-4767+NDP250252Y,unique_new,132,22,10,8,122,14,2,NA,12,20,221,221,IL24-4767+NDP250252Y,NA,6,20,1,NA,2,621,IL24-4767+NDP250252Y,OatPea,iCrop,Urb,26,PR,M-7
1022,IL,IL24-6856,NDP250243G,IL24-6856+NDP250243G,between_env,133,18,10,15,123,3,2,NA,12,19,222,222,IL24-6856+NDP250243G,NA,6,19,1,NA,2,622,IL24-6856+NDP250243G,OatPea,iCrop,Urb,26,PR,M-7
1023,IL,IL24-310,NDP250225G,IL24-310+NDP250225G,unique_new,156,30,10,9,146,21,2,NA,12,18,223,223,IL24-310+NDP250225G,NA,6,18,1,NA,2,623,IL24-310+NDP250225G,OatPea,iCrop,Urb,26,PR,M-7
1024,IL,IL24-426,NDP250115G,IL24-426+NDP250115G,unique_new,164,15,15,10,149,5,2,NA,12,17,224,224,IL24-426+NDP250115G,NA,6,17,1,NA,2,624,IL24-426+NDP250115G,OatPea,iCrop,Urb,26,PR,M-7
1025,IL,IL24-2715,NDP250316Y,IL24-2715+NDP250316Y,unique_new,125,16,14,16,111,0,2,NA,12,16,225,225,IL24-2715+NDP250316Y,NA,6,16,1,NA,2,625,IL24-2715+NDP250316Y,OatPea,iCrop,Urb,26,PR,M-7
1026,IL,IL24-3276,NDP250018G,IL24-3276+NDP250018G,unique_new,138,17,9,8,129,9,2,NA,12,15,226,226,IL24-3276+NDP250018G,NA,6,15,1,NA,2,626,IL24-3276+NDP250018G,OatPea,iCrop,Urb,26,PR,M-7
1027,IL,IL24-2528,CDC INCA,IL24-2528+CDC INCA,unique_new,121,25,5,9,116,16,2,NA,12,14,227,227,IL24-2528+CDC INCA,NA,6,14,1,NA,2,627,IL24-2528+CDC INCA,OatPea,iCrop,Urb,26,PR,M-7
1028,IL,IL24-1207,NDP250237G,IL24-1207+NDP250237G,within_env,138,27,11,13,127,14,2,2,12,13,228,228,IL24-1207+NDP250237G,NA,6,13,1,NA,2,628,IL24-1207+NDP250237G,OatPea,iCrop,Urb,26,PR,M-7
1029,IL,IL20-8320,NDP250084Y,IL20-8320+NDP250084Y,carryover,10,9,3,3,7,6,2,NA,12,12,229,229,IL20-8320+NDP250084Y,NA,6,12,1,NA,2,629,IL20-8320+NDP250084Y,OatPea,iCrop,Urb,26,PR,M-7
1030,IL,IL24-2959,NDP250348G,IL24-2959+NDP250348G,unique_new,132,6,7,6,125,0,2,NA,12,11,230,230,IL24-2959+NDP250348G,NA,6,11,1,NA,2,630,IL24-2959+NDP250348G,OatPea,iCrop,Urb,26,PR,M-7
1031,IL,IL24-2807,NDP250361G,IL24-2807+NDP250361G,unique_new,140,7,9,6,131,1,2,NA,12,10,231,231,IL24-2807+NDP250361G,NA,6,10,1,NA,2,631,IL24-2807+NDP250361G,OatPea,iCrop,Urb,26,PR,M-7
1032,IL,IL24-7478,NDP250320G,IL24-7478+NDP250320G,unique_new,156,9,7,7,149,2,2,NA,12,9,232,232,IL24-7478+NDP250320G,NA,6,9,1,NA,2,632,IL24-7478+NDP250320G,OatPea,iCrop,Urb,26,PR,M-7
1033,IL,IL23-4444,NDP180014G,IL23-4444+NDP180014G,unique_new,3,24,3,14,0,10,2,NA,12,8,233,233,IL23-4444+NDP180014G,NA,6,8,1,NA,2,633,IL23-4444+NDP180014G,OatPea,iCrop,Urb,26,PR,M-7
1034,IL,IL24-8605,NDP250358G,IL24-8605+NDP250358G,unique_new,124,7,8,7,116,0,2,NA,12,7,234,234,IL24-8605+NDP250358G,NA,6,7,1,NA,2,634,IL24-8605+NDP250358G,OatPea,iCrop,Urb,26,PR,M-7
1035,IL,IL24-1760,NDP250372G,IL24-1760+NDP250372G,unique_new,142,14,6,6,136,8,2,NA,12,6,235,235,IL24-1760+NDP250372G,NA,6,6,1,NA,2,635,IL24-1760+NDP250372G,OatPea,iCrop,Urb,26,PR,M-7
1036,IL,IL24-2325,NDP180042G,IL24-2325+NDP180042G,unique_new,142,14,5,14,137,0,2,NA,12,5,236,236,IL24-2325+NDP180042G,NA,6,5,1,NA,2,636,IL24-2325+NDP180042G,OatPea,iCrop,Urb,26,PR,M-7
1037,IL,IL24-6616,NDP250362G,IL24-6616+NDP250362G,unique_new,145,9,8,9,137,0,2,NA,12,4,237,237,IL24-6616+NDP250362G,NA,6,4,1,NA,2,637,IL24-6616+NDP250362G,OatPea,iCrop,Urb,26,PR,M-7
1038,IL,IL24-3533,NDP250178Y,IL24-3533+NDP250178Y,unique_new,138,17,4,10,134,7,2,NA,12,3,238,238,IL24-3533+NDP250178Y,NA,6,3,1,NA,2,638,IL24-3533+NDP250178Y,OatPea,iCrop,Urb,26,PR,M-7
1039,IL,IL24-1026,NDP250242G,IL24-1026+NDP250242G,unique_new,151,14,5,14,146,0,2,NA,12,2,239,239,IL24-1026+NDP250242G,NA,6,2,1,NA,2,639,IL24-1026+NDP250242G,OatPea,iCrop,Urb,26,PR,M-7
1040,IL,IL24-2462,NDP250267G,IL24-2462+NDP250267G,unique_new,153,16,7,10,146,6,2,NA,12,1,240,240,IL24-2462+NDP250267G,NA,6,1,1,NA,2,640,IL24-2462+NDP250267G,OatPea,iCrop,Urb,26,PR,M-7
1041,IL,IL24-7152,NDP250238G,IL24-7152+NDP250238G,unique_new,154,20,13,9,141,11,2,NA,13,1,241,241,IL24-7152+NDP250238G,NA,7,1,1,NA,2,701,IL24-7152+NDP250238G,OatPea,iCrop,Urb,26,PR,M-7
1042,IL,IL24-7537,NDP250326G,IL24-7537+NDP250326G,unique_new,172,9,16,7,156,2,2,NA,13,2,242,242,IL24-7537+NDP250326G,NA,7,2,1,NA,2,702,IL24-7537+NDP250326G,OatPea,iCrop,Urb,26,PR,M-7
1043,IL,IL24-2967,NDP250198Y,IL24-2967+NDP250198Y,unique_new,139,25,14,13,125,12,2,NA,13,3,243,243,IL24-2967+NDP250198Y,NA,7,3,1,NA,2,703,IL24-2967+NDP250198Y,OatPea,iCrop,Urb,26,PR,M-7
1044,IL,IL24-3213,NDP250228G,IL24-3213+NDP250228G,unique_new,134,18,8,13,126,5,2,NA,13,4,244,244,IL24-3213+NDP250228G,NA,7,4,1,NA,2,704,IL24-3213+NDP250228G,OatPea,iCrop,Urb,26,PR,M-7
1045,IL,IL24-2536,NDP250279G,IL24-2536+NDP250279G,between_env,138,15,16,15,122,0,2,NA,13,5,245,245,IL24-2536+NDP250279G,NA,7,5,1,NA,2,705,IL24-2536+NDP250279G,OatPea,iCrop,Urb,26,PR,M-7
1046,IL,IL24-7474,NDP250370G,IL24-7474+NDP250370G,between_env,145,6,18,6,127,0,2,NA,13,6,246,246,IL24-7474+NDP250370G,NA,7,6,1,NA,2,706,IL24-7474+NDP250370G,OatPea,iCrop,Urb,26,PR,M-7
1047,IL,IL24-7473,NDP250226G,IL24-7473+NDP250226G,unique_new,140,26,15,10,125,16,2,NA,13,7,247,247,IL24-7473+NDP250226G,NA,7,7,1,NA,2,707,IL24-7473+NDP250226G,OatPea,iCrop,Urb,26,PR,M-7
1048,IL,IL24-6672,NDP250245G,IL24-6672+NDP250245G,unique_new,141,15,9,6,132,9,2,NA,13,8,248,248,IL24-6672+NDP250245G,NA,7,8,1,NA,2,708,IL24-6672+NDP250245G,OatPea,iCrop,Urb,26,PR,M-7
1049,IL,IL24-2357,NDP250297G,IL24-2357+NDP250297G,within_env,139,9,8,8,131,1,2,2,13,9,249,249,IL24-2357+NDP250297G,NA,7,9,1,NA,2,709,IL24-2357+NDP250297G,OatPea,iCrop,Urb,26,PR,M-7
1050,IL,IL24-3359,NDP250315Y,IL24-3359+NDP250315Y,between_env,138,14,11,9,127,5,2,NA,13,10,250,250,IL24-3359+NDP250315Y,NA,7,10,1,NA,2,710,IL24-3359+NDP250315Y,OatPea,iCrop,Urb,26,PR,M-7
1051,IL,IL24-7152,NDP250002G,IL24-7152+NDP250002G,between_env,154,18,13,13,141,5,2,NA,13,11,251,251,IL24-7152+NDP250002G,NA,7,11,1,NA,2,711,IL24-7152+NDP250002G,OatPea,iCrop,Urb,26,PR,M-7
1052,IL,IL24-3417,NDP250219Y,IL24-3417+NDP250219Y,unique_new,162,30,10,8,152,22,2,NA,13,12,252,252,IL24-3417+NDP250219Y,NA,7,12,1,NA,2,712,IL24-3417+NDP250219Y,OatPea,iCrop,Urb,26,PR,M-7
1053,IL,IL24-6672,NDP250325G,IL24-6672+NDP250325G,unique_new,141,16,9,16,132,0,2,NA,13,13,253,253,IL24-6672+NDP250325G,NA,7,13,1,NA,2,713,IL24-6672+NDP250325G,OatPea,iCrop,Urb,26,PR,M-7
1054,IL,IL24-2175,NDP250217Y,IL24-2175+NDP250217Y,within_env,115,27,8,9,107,18,2,2,13,14,254,254,IL24-2175+NDP250217Y,NA,7,14,1,NA,2,714,IL24-2175+NDP250217Y,OatPea,iCrop,Urb,26,PR,M-7
1055,IL,IL24-3471,NDP250337G,IL24-3471+NDP250337G,within_env,142,6,8,6,134,0,2,2,13,15,255,255,IL24-3471+NDP250337G,NA,7,15,1,NA,2,715,IL24-3471+NDP250337G,OatPea,iCrop,Urb,26,PR,M-7
1056,IL,IL24-1760,NDP250115G,IL24-1760+NDP250115G,unique_new,142,15,6,10,136,5,2,NA,13,16,256,256,IL24-1760+NDP250115G,NA,7,16,1,NA,2,716,IL24-1760+NDP250115G,OatPea,iCrop,Urb,26,PR,M-7
1057,IL,IL24-3824,NDP250016G,IL24-3824+NDP250016G,within_env,163,24,15,13,148,11,2,2,13,17,257,257,IL24-3824+NDP250016G,NA,7,17,1,NA,2,717,IL24-3824+NDP250016G,OatPea,iCrop,Urb,26,PR,M-7
1058,IL,IL23-271,NDP170328G,IL23-271+NDP170328G,carryover,10,13,5,3,5,10,2,NA,13,18,258,258,IL23-271+NDP170328G,NA,7,18,1,NA,2,718,IL23-271+NDP170328G,OatPea,iCrop,Urb,26,PR,M-7
1059,IL,IL24-6747,NDP250377G,IL24-6747+NDP250377G,within_env,143,11,9,10,134,1,2,2,13,19,259,259,IL24-6747+NDP250377G,NA,7,19,1,NA,2,719,IL24-6747+NDP250377G,OatPea,iCrop,Urb,26,PR,M-7
1060,IL,IL24-2320,NDP250270G,IL24-2320+NDP250270G,unique_new,154,19,5,12,149,7,2,NA,13,20,260,260,IL24-2320+NDP250270G,NA,7,20,1,NA,2,720,IL24-2320+NDP250270G,OatPea,iCrop,Urb,26,PR,M-7
1061,IL,IL24-2647,NDP250340G,IL24-2647+NDP250340G,unique_new,166,16,11,9,155,7,2,NA,14,20,261,261,IL24-2647+NDP250340G,NA,7,21,1,NA,2,721,IL24-2647+NDP250340G,OatPea,iCrop,Urb,26,PR,M-7
1062,IL,IL19-1222,NDP140295G,IL19-1222+NDP140295G,carryover,10,16,5,2,5,14,2,NA,14,19,262,262,IL19-1222+NDP140295G,NA,7,22,1,NA,2,722,IL19-1222+NDP140295G,OatPea,iCrop,Urb,26,PR,M-7
1063,IL,IL24-3211,NDP150221G,IL24-3211+NDP150221G,between_env,168,26,18,15,150,11,2,NA,14,18,263,263,IL24-3211+NDP150221G,NA,7,23,1,NA,2,723,IL24-3211+NDP150221G,OatPea,iCrop,Urb,26,PR,M-7
1064,IL,IL24-2564,NDP250228G,IL24-2564+NDP250228G,between_env,149,18,12,13,137,5,2,NA,14,17,264,264,IL24-2564+NDP250228G,NA,7,24,1,NA,2,724,IL24-2564+NDP250228G,OatPea,iCrop,Urb,26,PR,M-7
1065,IL,IL24-2733,NDP250057G,IL24-2733+NDP250057G,unique_new,139,29,14,9,125,20,2,NA,14,16,265,265,IL24-2733+NDP250057G,NA,7,25,1,NA,2,725,IL24-2733+NDP250057G,OatPea,iCrop,Urb,26,PR,M-7
1066,IL,IL20-5913,NDP170156Y,IL20-5913+NDP170156Y,carryover,10,32,4,3,6,29,2,NA,14,15,266,266,IL20-5913+NDP170156Y,NA,7,26,1,NA,2,726,IL20-5913+NDP170156Y,OatPea,iCrop,Urb,26,PR,M-7
1067,IL,IL24-3527,NDP250209G,IL24-3527+NDP250209G,unique_new,144,35,5,12,139,23,2,NA,14,14,267,267,IL24-3527+NDP250209G,NA,7,27,1,NA,2,727,IL24-3527+NDP250209G,OatPea,iCrop,Urb,26,PR,M-7
1068,IL,IL24-7705,NDP180014G,IL24-7705+NDP180014G,unique_new,142,24,19,14,123,10,2,NA,14,13,268,268,IL24-7705+NDP180014G,NA,7,28,1,NA,2,728,IL24-7705+NDP180014G,OatPea,iCrop,Urb,26,PR,M-7
1069,IL,IL24-3327,NDP180093G,IL24-3327+NDP180093G,unique_new,132,16,6,11,126,5,2,NA,14,12,269,269,IL24-3327+NDP180093G,NA,7,29,1,NA,2,729,IL24-3327+NDP180093G,OatPea,iCrop,Urb,26,PR,M-7
1070,IL,IL24-3221,NDP180085G,IL24-3221+NDP180085G,unique_new,139,13,11,6,128,7,2,NA,14,11,270,270,IL24-3221+NDP180085G,NA,7,30,1,NA,2,730,IL24-3221+NDP180085G,OatPea,iCrop,Urb,26,PR,M-7
1071,IL,IL23-957,NDP170011G,IL23-957+NDP170011G,carryover,10,13,2,3,8,10,2,NA,14,10,271,271,IL23-957+NDP170011G,NA,7,31,1,NA,2,731,IL23-957+NDP170011G,OatPea,iCrop,Urb,26,PR,M-7
1072,IL,IL24-2166,NDP250008Y,IL24-2166+NDP250008Y,unique_new,128,13,8,13,120,0,2,NA,14,9,272,272,IL24-2166+NDP250008Y,NA,7,32,1,NA,2,732,IL24-2166+NDP250008Y,OatPea,iCrop,Urb,26,PR,M-7
1073,IL,IL24-1553,NDP250357G,IL24-1553+NDP250357G,within_env,126,8,10,7,116,1,2,2,14,8,273,273,IL24-1553+NDP250357G,NA,7,33,1,NA,2,733,IL24-1553+NDP250357G,OatPea,iCrop,Urb,26,PR,M-7
1074,IL,IL19-4877,NDP250343G,IL19-4877+NDP250343G,within_env,3,11,3,6,0,5,2,2,14,7,274,274,IL19-4877+NDP250343G,NA,7,34,1,NA,2,734,IL19-4877+NDP250343G,OatPea,iCrop,Urb,26,PR,M-7
1075,IL,IL24-3276,NDP250338G,IL24-3276+NDP250338G,unique_new,138,9,9,7,129,2,2,NA,14,6,275,275,IL24-3276+NDP250338G,NA,7,35,1,NA,2,735,IL24-3276+NDP250338G,OatPea,iCrop,Urb,26,PR,M-7
1076,IL,IL24-8118,NDP250235G,IL24-8118+NDP250235G,unique_new,148,20,4,8,144,12,2,NA,14,5,276,276,IL24-8118+NDP250235G,NA,7,36,1,NA,2,736,IL24-8118+NDP250235G,OatPea,iCrop,Urb,26,PR,M-7
1077,IL,IL24-3415,NDP180085G,IL24-3415+NDP180085G,unique_new,149,13,8,6,141,7,2,NA,14,4,277,277,IL24-3415+NDP180085G,NA,7,37,1,NA,2,737,IL24-3415+NDP180085G,OatPea,iCrop,Urb,26,PR,M-7
1078,IL,IL24-4808,NDP250006Y,IL24-4808+NDP250006Y,unique_new,159,25,4,5,155,20,2,NA,14,3,278,278,IL24-4808+NDP250006Y,NA,7,38,1,NA,2,738,IL24-4808+NDP250006Y,OatPea,iCrop,Urb,26,PR,M-7
1079,IL,IL24-7473,NDP250280G,IL24-7473+NDP250280G,between_env,140,14,15,14,125,0,2,NA,14,2,279,279,IL24-7473+NDP250280G,NA,7,39,1,NA,2,739,IL24-7473+NDP250280G,OatPea,iCrop,Urb,26,PR,M-7
1080,IL,IL24-3816,NDP250269G,IL24-3816+NDP250269G,unique_new,148,18,13,9,135,9,2,NA,14,1,280,280,IL24-3816+NDP250269G,NA,7,40,1,NA,2,740,IL24-3816+NDP250269G,OatPea,iCrop,Urb,26,PR,M-7
1081,IL,IL24-7478,NDP250204Y,IL24-7478+NDP250204Y,unique_new,156,29,7,11,149,18,2,NA,15,1,281,281,IL24-7478+NDP250204Y,NA,8,40,1,NA,2,801,IL24-7478+NDP250204Y,OatPea,iCrop,Urb,26,PR,M-7
1082,IL,IL24-7717,NDP250278G,IL24-7717+NDP250278G,unique_new,158,18,4,10,154,8,2,NA,15,2,282,282,IL24-7717+NDP250278G,NA,8,39,1,NA,2,802,IL24-7717+NDP250278G,OatPea,iCrop,Urb,26,PR,M-7
1083,IL,IL24-8631,GREENWOOD,IL24-8631+GREENWOOD,unique_new,118,25,5,9,113,16,2,NA,15,3,283,283,IL24-8631+GREENWOOD,NA,8,38,1,NA,2,803,IL24-8631+GREENWOOD,OatPea,iCrop,Urb,26,PR,M-7
1084,IL,IL23-1037,NDP250053G,IL23-1037+NDP250053G,carryover,10,17,2,1,8,16,2,NA,15,4,284,284,IL23-1037+NDP250053G,NA,8,37,1,NA,2,804,IL23-1037+NDP250053G,OatPea,iCrop,Urb,26,PR,M-7
1085,IL,IL24-3471,NDP250272G,IL24-3471+NDP250272G,unique_new,142,11,8,11,134,0,2,NA,15,5,285,285,IL24-3471+NDP250272G,NA,8,36,1,NA,2,805,IL24-3471+NDP250272G,OatPea,iCrop,Urb,26,PR,M-7
1086,IL,IL22-251,NDP250300G,IL22-251+NDP250300G,unique_new,10,9,7,6,3,3,2,NA,15,6,286,286,IL22-251+NDP250300G,NA,8,35,1,NA,2,806,IL22-251+NDP250300G,OatPea,iCrop,Urb,26,PR,M-7
1087,IL,IL24-2733,NDP180080Y,IL24-2733+NDP180080Y,unique_new,139,8,14,7,125,1,2,NA,15,7,287,287,IL24-2733+NDP180080Y,NA,8,34,1,NA,2,807,IL24-2733+NDP180080Y,OatPea,iCrop,Urb,26,PR,M-7
1088,IL,IL24-549,NDP250158Y,IL24-549+NDP250158Y,unique_new,145,26,4,5,141,21,2,NA,15,8,288,288,IL24-549+NDP250158Y,NA,8,33,1,NA,2,808,IL24-549+NDP250158Y,OatPea,iCrop,Urb,26,PR,M-7
1089,IL,IL24-8118,NDP250202Y,IL24-8118+NDP250202Y,unique_new,148,29,4,13,144,16,2,NA,15,9,289,289,IL24-8118+NDP250202Y,NA,8,32,1,NA,2,809,IL24-8118+NDP250202Y,OatPea,iCrop,Urb,26,PR,M-7
1090,IL,IL24-3410,NDP250310G,IL24-3410+NDP250310G,unique_new,131,7,6,6,125,1,2,NA,15,10,290,290,IL24-3410+NDP250310G,NA,8,31,1,NA,2,810,IL24-3410+NDP250310G,OatPea,iCrop,Urb,26,PR,M-7
1091,IL,IL24-7525,NDP250022Y,IL24-7525+NDP250022Y,unique_new,147,34,8,12,139,22,2,NA,15,11,291,291,IL24-7525+NDP250022Y,NA,8,30,1,NA,2,811,IL24-7525+NDP250022Y,OatPea,iCrop,Urb,26,PR,M-7
1092,IL,IL24-3869,NDP250221Y,IL24-3869+NDP250221Y,unique_new,148,15,7,10,141,5,2,NA,15,12,292,292,IL24-3869+NDP250221Y,NA,8,29,1,NA,2,812,IL24-3869+NDP250221Y,OatPea,iCrop,Urb,26,PR,M-7
1093,IL,IL24-2728,NDP180078G,IL24-2728+NDP180078G,unique_new,131,9,6,7,125,2,2,NA,15,13,293,293,IL24-2728+NDP180078G,NA,8,28,1,NA,2,813,IL24-2728+NDP180078G,OatPea,iCrop,Urb,26,PR,M-7
1094,IL,IL24-3211,NDP250371G,IL24-3211+NDP250371G,unique_new,168,7,18,6,150,1,2,NA,15,14,294,294,IL24-3211+NDP250371G,NA,8,27,1,NA,2,814,IL24-3211+NDP250371G,OatPea,iCrop,Urb,26,PR,M-7
1095,IL,IL24-1518,NDP250359G,IL24-1518+NDP250359G,unique_new,124,9,11,7,113,2,2,NA,15,15,295,295,IL24-1518+NDP250359G,NA,8,26,1,NA,2,815,IL24-1518+NDP250359G,OatPea,iCrop,Urb,26,PR,M-7
1096,IL,IL24-2512,NDP250339G,IL24-2512+NDP250339G,unique_new,139,9,15,9,124,0,2,NA,15,16,296,296,IL24-2512+NDP250339G,NA,8,25,1,NA,2,816,IL24-2512+NDP250339G,OatPea,iCrop,Urb,26,PR,M-7
1097,IL,IL24-2330,NDP250190Y,IL24-2330+NDP250190Y,unique_new,130,24,7,11,123,13,2,NA,15,17,297,297,IL24-2330+NDP250190Y,NA,8,24,1,NA,2,817,IL24-2330+NDP250190Y,OatPea,iCrop,Urb,26,PR,M-7
1098,IL,IL24-7537,NDP250202Y,IL24-7537+NDP250202Y,unique_new,172,29,16,13,156,16,2,NA,15,18,298,298,IL24-7537+NDP250202Y,NA,8,23,1,NA,2,818,IL24-7537+NDP250202Y,OatPea,iCrop,Urb,26,PR,M-7
1099,IL,IL23-875,NDP250080Y,IL23-875+NDP250080Y,carryover,10,48,4,5,6,43,2,NA,15,19,299,299,IL23-875+NDP250080Y,NA,8,22,1,NA,2,819,IL23-875+NDP250080Y,OatPea,iCrop,Urb,26,PR,M-7
1100,IL,IL24-5125,NDP250276G,IL24-5125+NDP250276G,between_env,146,20,9,15,137,5,2,NA,15,20,300,300,IL24-5125+NDP250276G,NA,8,21,1,NA,2,820,IL24-5125+NDP250276G,OatPea,iCrop,Urb,26,PR,M-7
1101,IL,IL24-741,NDP250244G,IL24-741+NDP250244G,unique_new,151,13,10,8,141,5,2,NA,16,20,301,301,IL24-741+NDP250244G,NA,8,20,1,NA,2,821,IL24-741+NDP250244G,OatPea,iCrop,Urb,26,PR,M-7
1102,IL,IL24-5125,NDP250242G,IL24-5125+NDP250242G,unique_new,146,14,9,14,137,0,2,NA,16,19,302,302,IL24-5125+NDP250242G,NA,8,19,1,NA,2,822,IL24-5125+NDP250242G,OatPea,iCrop,Urb,26,PR,M-7
1103,IL,IL24-6528,NDP250347G,IL24-6528+NDP250347G,between_env,140,11,10,9,130,2,2,NA,16,18,303,303,IL24-6528+NDP250347G,NA,8,18,1,NA,2,823,IL24-6528+NDP250347G,OatPea,iCrop,Urb,26,PR,M-7
1104,IL,IL24-3516,NDP250039Y,IL24-3516+NDP250039Y,unique_new,147,13,5,7,142,6,2,NA,16,17,304,304,IL24-3516+NDP250039Y,NA,8,17,1,NA,2,824,IL24-3516+NDP250039Y,OatPea,iCrop,Urb,26,PR,M-7
1105,IL,IL24-2408,NDP250341G,IL24-2408+NDP250341G,unique_new,148,10,10,10,138,0,2,NA,16,16,305,305,IL24-2408+NDP250341G,NA,8,16,1,NA,2,825,IL24-2408+NDP250341G,OatPea,iCrop,Urb,26,PR,M-7
1106,IL,IL24-6735,NDP250254Y,IL24-6735+NDP250254Y,network_seed,167,34,20,13,147,21,2,NA,16,15,306,306,IL24-6735+NDP250254Y,NA,8,15,1,NA,2,826,IL24-6735+NDP250254Y,OatPea,iCrop,Urb,26,PR,M-7
1107,IL,IL24-1913,NDP150221G,IL24-1913+NDP150221G,unique_new,140,26,10,15,130,11,2,NA,16,14,307,307,IL24-1913+NDP150221G,NA,8,14,1,NA,2,827,IL24-1913+NDP150221G,OatPea,iCrop,Urb,26,PR,M-7
1108,IL,IL24-2705,NDP250223G,IL24-2705+NDP250223G,unique_new,135,16,15,10,120,6,2,NA,16,13,308,308,IL24-2705+NDP250223G,NA,8,13,1,NA,2,828,IL24-2705+NDP250223G,OatPea,iCrop,Urb,26,PR,M-7
1109,IL,IL24-6624,NDP250057G,IL24-6624+NDP250057G,unique_new,133,29,10,9,123,20,2,NA,16,12,309,309,IL24-6624+NDP250057G,NA,8,12,1,NA,2,829,IL24-6624+NDP250057G,OatPea,iCrop,Urb,26,PR,M-7
1110,IL,IL24-6741,NDP250250Y,IL24-6741+NDP250250Y,unique_new,173,15,19,8,154,7,2,NA,16,11,310,310,IL24-6741+NDP250250Y,NA,8,11,1,NA,2,830,IL24-6741+NDP250250Y,OatPea,iCrop,Urb,26,PR,M-7
